gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
DPRX	detail/chromatin/DPRX/DPRX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000204595-DPRX/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-A6NFQ7-F1-predicted_aligned_error_v6.png		True	True
DYNC1I1	detail/chromatin/DYNC1I1/DYNC1I1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000158560-DYNC1I1/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-O14576-F1-predicted_aligned_error_v6.png		True	True
DYNLT3	detail/chromatin/DYNLT3/DYNLT3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000165169-DYNLT3/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-P51808-F1-predicted_aligned_error_v6.png		True	True
FBH1	detail/chromatin/FBH1/FBH1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000134452-FBH1/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q8NFZ0-F1-predicted_aligned_error_v6.png		True	True
FERD3L	detail/chromatin/FERD3L/FERD3L-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000146618-FERD3L/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q96RJ6-F1-predicted_aligned_error_v6.png		True	True
FOXB2	detail/chromatin/FOXB2/FOXB2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000204612-FOXB2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q5VYV0-F1-predicted_aligned_error_v6.png		True	True
FOXI2	detail/chromatin/FOXI2/FOXI2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000186766-FOXI2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q6ZQN5-F1-predicted_aligned_error_v6.png		True	True
GBX1	detail/chromatin/GBX1/GBX1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000164900-GBX1/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q14549-F1-predicted_aligned_error_v6.png		True	True
GSC2	detail/chromatin/GSC2/GSC2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000063515-GSC2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-O15499-F1-predicted_aligned_error_v6.png		True	True
H4C7	detail/chromatin/H4C7/H4C7-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000275663-H4C7/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q99525-F1-predicted_aligned_error_v6.png		True	True
HES2	detail/chromatin/HES2/HES2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000069812-HES2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9Y543-F1-predicted_aligned_error_v6.png		True	True
HMGB4	detail/chromatin/HMGB4/HMGB4-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000176256-HMGB4/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q8WW32-F1-predicted_aligned_error_v6.png		True	True
HPF1	detail/chromatin/HPF1/HPF1-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000056050-HPF1/subcellular	https://images.proteinatlas.org/43467/474_D6_1_blue_red_green.jpg;https://images.proteinatlas.org/43467/474_D6_3_blue_red_green.jpg;https://images.proteinatlas.org/43467/480_D6_2_blue_red_green.jpg;https://images.proteinatlas.org/43467/480_D6_3_blue_red_green.jpg;https://images.proteinatlas.org/43467/510_D6_1_blue_red_green.jpg;https://images.proteinatlas.org/43467/510_D6_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9NWY4-F1-predicted_aligned_error_v6.png		True	True
KNSTRN	detail/chromatin/KNSTRN/KNSTRN-evaluation.md	True	6	Mitotic spindle (enhanced)	https://www.proteinatlas.org/ENSG00000128944-KNSTRN/subcellular	https://images.proteinatlas.org/42027/1773_D5_3_blue_red_green.jpg;https://images.proteinatlas.org/42027/1773_D5_6_blue_red_green.jpg;https://images.proteinatlas.org/42027/1848_A3_35_blue_red_green.jpg;https://images.proteinatlas.org/42027/1848_A3_37_blue_red_green.jpg;https://images.proteinatlas.org/42027/1899_D5_20_cr5ba20f34c18c5_blue_red_green.jpg;https://images.proteinatlas.org/42027/1899_D5_32_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9Y448-F1-predicted_aligned_error_v6.png		True	True
KNTC1	detail/chromatin/KNTC1/KNTC1-evaluation.md	True	6	Cytosol (supported)	https://www.proteinatlas.org/ENSG00000184445-KNTC1/subcellular	https://images.proteinatlas.org/25241/298_F10_1_blue_red_green.jpg;https://images.proteinatlas.org/25241/298_F10_2_blue_red_green.jpg;https://images.proteinatlas.org/25241/299_F10_1_blue_red_green.jpg;https://images.proteinatlas.org/25241/299_F10_2_blue_red_green.jpg;https://images.proteinatlas.org/25241/300_F10_3_blue_red_green.jpg;https://images.proteinatlas.org/25241/300_F10_4_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P50748-F1-predicted_aligned_error_v6.png		True	True
LRRN4	detail/chromatin/LRRN4/LRRN4-evaluation.md	True	6	Nucleoli (uncertain)	https://www.proteinatlas.org/ENSG00000125872-LRRN4/subcellular	https://images.proteinatlas.org/75974/1700_E4_17_cr57ebad2677463_blue_red_green.jpg;https://images.proteinatlas.org/75974/1700_E4_21_cr57ebad2e830e1_blue_red_green.jpg;https://images.proteinatlas.org/75974/1789_H3_10_cr599bf9d7acf97_blue_red_green.jpg;https://images.proteinatlas.org/75974/1789_H3_24_cr599bf9d7ad226_blue_red_green.jpg;https://images.proteinatlas.org/75974/1888_C2_5_blue_red_green.jpg;https://images.proteinatlas.org/75974/1888_C2_6_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-O75427-F1-predicted_aligned_error_v6.png		True	True
LUZP1	detail/chromatin/LUZP1/LUZP1-evaluation.md	True	6	Actin filaments (supported)	https://www.proteinatlas.org/ENSG00000169641-LUZP1/subcellular	https://images.proteinatlas.org/28506/394_A11_1_blue_red_green.jpg;https://images.proteinatlas.org/28506/394_A11_2_blue_red_green.jpg;https://images.proteinatlas.org/28506/395_A11_1_blue_red_green.jpg;https://images.proteinatlas.org/28506/395_A11_2_blue_red_green.jpg;https://images.proteinatlas.org/28506/399_A11_2_blue_red_green.jpg;https://images.proteinatlas.org/28506/399_A11_4_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q86V48-F1-predicted_aligned_error_v6.png		True	True
MEIOB	detail/chromatin/MEIOB/MEIOB-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000162039-MEIOB/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q8N635-F1-predicted_aligned_error_v6.png		True	True
MESP2	detail/chromatin/MESP2/MESP2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000188095-MESP2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q0VG99-F1-predicted_aligned_error_v6.png		True	True
NAP1L1	detail/chromatin/NAP1L1/NAP1L1-evaluation.md	True	0	Microtubules (uncertain)	https://www.proteinatlas.org/ENSG00000187109-NAP1L1/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-P55209-F1-predicted_aligned_error_v6.png		True	True
NCAPD2	detail/chromatin/NCAPD2/NCAPD2-evaluation.md	False	0					True		pae_png_not_found_for_NUCLEUS	False	False
NEUROD6	detail/chromatin/NEUROD6/NEUROD6-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000164600-NEUROD6/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q96NK8-F1-predicted_aligned_error_v6.png		True	True
PBX4	detail/chromatin/PBX4/PBX4-evaluation.md	True	6	Vesicles (approved)	https://www.proteinatlas.org/ENSG00000105717-PBX4/subcellular	https://images.proteinatlas.org/49859/1227_D2_3_blue_red_green.jpg;https://images.proteinatlas.org/49859/1227_D2_4_blue_red_green.jpg;https://images.proteinatlas.org/49859/1748_E9_16_cr5805e8fb1f3cf_blue_red_green.jpg;https://images.proteinatlas.org/49859/1748_E9_6_cr5805e8f03b4bd_blue_red_green.jpg;https://images.proteinatlas.org/56469/1050_E6_1_blue_red_green.jpg;https://images.proteinatlas.org/56469/1050_E6_4_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9BYU1-F1-predicted_aligned_error_v6.png		True	True
POU6F2	detail/chromatin/POU6F2/POU6F2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000106536-POU6F2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-P78424-F1-predicted_aligned_error_v6.png		True	True
PRM3	detail/chromatin/PRM3/PRM3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000178257-PRM3/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9NNZ6-F1-predicted_aligned_error_v6.png		True	True
PROX2	detail/chromatin/PROX2/PROX2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000119608-PROX2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q3B8N5-F1-predicted_aligned_error_v6.png		True	True
RBPJL	detail/chromatin/RBPJL/RBPJL-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000124232-RBPJL/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9UBG7-F1-predicted_aligned_error_v6.png		True	True
SOX14	detail/chromatin/SOX14/SOX14-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000168875-SOX14/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-O95416-F1-predicted_aligned_error_v6.png		True	True
SRCAP	detail/chromatin/SRCAP/SRCAP-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000080603-SRCAP/subcellular	https://images.proteinatlas.org/28929/298_A3_1_red_green.jpg;https://images.proteinatlas.org/28929/298_A3_2_red_green.jpg;https://images.proteinatlas.org/28929/299_A3_1_red_green.jpg;https://images.proteinatlas.org/28929/299_A3_2_red_green.jpg;https://images.proteinatlas.org/28929/300_A3_3_red_green.jpg;https://images.proteinatlas.org/28929/300_A3_4_red_green.jpg		True		pae_png_not_found_for_Q6ZRS2	True	True
Sohlh2	detail/chromatin/Sohlh2/Sohlh2-evaluation.md	True	6	Vesicles (uncertain)	https://www.proteinatlas.org/ENSG00000120669-SOHLH2/subcellular	https://images.proteinatlas.org/29182/322_G11_1_blue_red_green.jpg;https://images.proteinatlas.org/29182/322_G11_2_blue_red_green.jpg;https://images.proteinatlas.org/29182/327_G11_1_blue_red_green.jpg;https://images.proteinatlas.org/29182/327_G11_2_blue_red_green.jpg;https://images.proteinatlas.org/29182/335_G11_1_blue_red_green.jpg;https://images.proteinatlas.org/29182/335_G11_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9NX45-F1-predicted_aligned_error_v6.png		True	True
TBX22	detail/chromatin/TBX22/TBX22-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000122145-TBX22/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9Y458-F1-predicted_aligned_error_v6.png		True	True
TEX264	detail/chromatin/TEX264/TEX264-evaluation.md	True	6	Endoplasmic reticulum (supported)	https://www.proteinatlas.org/ENSG00000164081-TEX264/subcellular	https://images.proteinatlas.org/73223/1872_B5_12_cr5b7e77f9ce540_blue_red_green.jpg;https://images.proteinatlas.org/73223/1872_B5_26_cr5b61c2a7942ae_blue_red_green.jpg;https://images.proteinatlas.org/73223/1904_E9_1_blue_red_green.jpg;https://images.proteinatlas.org/73223/1904_E9_2_blue_red_green.jpg;https://images.proteinatlas.org/73223/2108_G7_3_blue_red_green.jpg;https://images.proteinatlas.org/73223/2108_G7_5_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9Y6I9-F1-predicted_aligned_error_v6.png		True	True
TFAP2E	detail/chromatin/TFAP2E/TFAP2E-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000116819-TFAP2E/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q6VUC0-F1-predicted_aligned_error_v6.png		True	True
TNKS1BP1	detail/chromatin/TNKS1BP1/TNKS1BP1-evaluation.md	True	6	Plasma membrane (approved)	https://www.proteinatlas.org/ENSG00000149115-TNKS1BP1/subcellular	https://images.proteinatlas.org/37929/2183_A9_78_blue_red_green.jpg;https://images.proteinatlas.org/37929/2183_A9_97_blue_red_green.jpg;https://images.proteinatlas.org/37929/428_H7_1_blue_red_green.jpg;https://images.proteinatlas.org/37929/428_H7_2_blue_red_green.jpg;https://images.proteinatlas.org/37929/433_H7_1_blue_red_green.jpg;https://images.proteinatlas.org/37929/433_H7_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9C0C2-F1-predicted_aligned_error_v6.png		True	True
TRIOBP	detail/chromatin/TRIOBP/TRIOBP-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000100106-TRIOBP/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9H2D6-F1-predicted_aligned_error_v6.png		True	True
TRNP1	detail/chromatin/TRNP1/TRNP1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000253368-TRNP1/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q6NT89-F1-predicted_aligned_error_v6.png		True	True
TSPY1	detail/chromatin/TSPY1/TSPY1-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000258992-TSPY1/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q01534-F1-predicted_aligned_error_v6.png		True	True
TSPY10	detail/chromatin/TSPY10/TSPY10-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000236424-TSPY10/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P0CW01-F1-predicted_aligned_error_v6.png		True	True
TSPY2	detail/chromatin/TSPY2/TSPY2-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000168757-TSPY2/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-A6NKD2-F1-predicted_aligned_error_v6.png		True	True
TSPY3	detail/chromatin/TSPY3/TSPY3-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000228927-TSPY3/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P0CV98-F1-predicted_aligned_error_v6.png		True	True
TSPY4	detail/chromatin/TSPY4/TSPY4-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000233803-TSPY4/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P0CV99-F1-predicted_aligned_error_v6.png		True	True
TSPY8	detail/chromatin/TSPY8/TSPY8-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000229549-TSPY8/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P0CW00-F1-predicted_aligned_error_v6.png		True	True
TSPY9	detail/chromatin/TSPY9/TSPY9-evaluation.md	True	6	Cytosol (approved)	https://www.proteinatlas.org/ENSG00000238074-TSPY9/subcellular	https://images.proteinatlas.org/49384/1819_E1_20_cr59f6e24d75cdb_blue_red_green.jpg;https://images.proteinatlas.org/49384/1819_E1_4_cr59f6e24d76ce2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_1_blue_red_green.jpg;https://images.proteinatlas.org/49384/1833_B11_2_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_14_cr5afd99d66e2e4_blue_red_green.jpg;https://images.proteinatlas.org/49384/1864_G8_29_cr5afd99d66e2e8_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-A0A494C1R9-F1-predicted_aligned_error_v6.png		True	True
VSX2	detail/chromatin/VSX2/VSX2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000119614-VSX2/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-P58304-F1-predicted_aligned_error_v6.png		True	True
ABRAXAS1	detail/nuclear-body/ABRAXAS1/ABRAXAS1-evaluation.md	False	0					True		pae_png_not_found_for_SUBCELLULA	False	False
BABAM1	detail/nuclear-body/BABAM1/BABAM1-evaluation.md	False	0					True		pae_png_not_found_for_EXPERIMENT	False	False
C19orf47	detail/nuclear-body/C19orf47/C19orf47-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8N9M1-F1-predicted_aligned_error_v6.png		True	True
C1orf35	detail/nuclear-body/C1orf35/C1orf35-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q9BU76-F1-predicted_aligned_error_v6.png		True	True
C6orf52	detail/nuclear-body/C6orf52/C6orf52-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q5T4I8-F1-predicted_aligned_error_v6.png		True	True
C8orf58	detail/nuclear-body/C8orf58/C8orf58-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8NAV2-F1-predicted_aligned_error_v6.png		True	True
CAND2	detail/nuclear-body/CAND2/CAND2-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-O75155-F1-predicted_aligned_error_v6.png		True	True
CHN2	detail/nuclear-body/CHN2/CHN2-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000106069-CHN2/subcellular	https://images.proteinatlas.org/18989/1030_F5_1_red_green.jpg;https://images.proteinatlas.org/18989/1030_F5_2_red_green.jpg;https://images.proteinatlas.org/18989/1327_B1_1_red_green.jpg;https://images.proteinatlas.org/18989/1327_B1_2_red_green.jpg;https://images.proteinatlas.org/18989/176_G12_1_red_green.jpg;https://images.proteinatlas.org/18989/176_G12_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P52757-F1-predicted_aligned_error_v6.png		True	True
