gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
ARIH1	detail/nuclear-body/ARIH1/ARIH1-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000166233-ARIH1/subcellular	https://images.proteinatlas.org/3295/35_H3_1_red_green.jpg;https://images.proteinatlas.org/3295/35_H3_2_red_green.jpg;https://images.proteinatlas.org/3295/36_H3_1_red_green.jpg;https://images.proteinatlas.org/3295/36_H3_2_red_green.jpg;https://images.proteinatlas.org/3295/37_H3_1_red_green.jpg;https://images.proteinatlas.org/3295/37_H3_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9Y4X5-F1-predicted_aligned_error_v6.png		True	True
BABAM1	detail/nuclear-body/BABAM1/BABAM1-evaluation.md	True	6	Nuclear bodies (supported)	https://www.proteinatlas.org/ENSG00000105393-BABAM1/subcellular	https://images.proteinatlas.org/54386/2267_B12_13_blue_red_green.jpg;https://images.proteinatlas.org/54386/2267_B12_39_blue_red_green.jpg;https://images.proteinatlas.org/77609/2267_D12_112_blue_red_green.jpg;https://images.proteinatlas.org/77609/2267_D12_89_blue_red_green.jpg;https://images.proteinatlas.org/54386/849_F10_1_red_green.jpg;https://images.proteinatlas.org/54386/849_F10_2_red_green.jpg		True		pae_png_not_found_for_EXPERIMENT	True	True
BLMH	detail/nuclear-body/BLMH/BLMH-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000108578-BLMH/subcellular	https://images.proteinatlas.org/39548/460_G10_3_red_green.jpg;https://images.proteinatlas.org/39548/460_G10_4_red_green.jpg;https://images.proteinatlas.org/39548/465_G10_1_red_green.jpg;https://images.proteinatlas.org/39548/465_G10_3_red_green.jpg;https://images.proteinatlas.org/39548/467_G10_2_red_green.jpg;https://images.proteinatlas.org/39548/467_G10_3_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q13867-F1-predicted_aligned_error_v6.png		True	True
CGNL1	detail/nuclear-body/CGNL1/CGNL1-evaluation.md	True	4	Cell Junctions (supported)	https://www.proteinatlas.org/ENSG00000128849-CGNL1/subcellular	https://images.proteinatlas.org/69214/1635_H1_1_blue_red_green.jpg;https://images.proteinatlas.org/69214/1635_H1_2_blue_red_green.jpg;https://images.proteinatlas.org/69214/1647_D10_34_blue_red_green.jpg;https://images.proteinatlas.org/69214/1647_D10_40_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q0VF96-F1-predicted_aligned_error_v6.png		True	True
GEMIN6	detail/nuclear-body/GEMIN6/GEMIN6-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8WXD5-F1-predicted_aligned_error_v6.png		True	True
MRPL44	detail/nuclear-body/MRPL44/MRPL44-evaluation.md	True	6	Mitochondria (supported)	https://www.proteinatlas.org/ENSG00000135900-MRPL44/subcellular	https://images.proteinatlas.org/38147/1364_E10_1_blue_red_green.jpg;https://images.proteinatlas.org/38147/1364_E10_2_blue_red_green.jpg;https://images.proteinatlas.org/38147/437_F11_2_blue_red_green.jpg;https://images.proteinatlas.org/38147/437_F11_3_blue_red_green.jpg;https://images.proteinatlas.org/38147/443_F11_1_blue_red_green.jpg;https://images.proteinatlas.org/38147/443_F11_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9H9J2-F1-predicted_aligned_error_v6.png		True	True
NME8	detail/nuclear-body/NME8/NME8-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8N427-F1-predicted_aligned_error_v6.png		True	True
NOC3L	detail/nuclear-body/NOC3L/NOC3L-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8WTT2-F1-predicted_aligned_error_v6.png		True	True
TRIM8	detail/nuclear-body/TRIM8/TRIM8-evaluation.md	False	0					True		pae_png_not_found_for_NUCLEUS	False	False
AGPAT3	detail/nuclear-envelope/AGPAT3/AGPAT3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000160216-AGPAT3/subcellular			True	https://alphafold.ebi.ac.uk/files/AF-Q9NRZ7-F1-predicted_aligned_error_v6.png		True	True
AMPD3	detail/nuclear-envelope/AMPD3/AMPD3-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q01432-F1-predicted_aligned_error_v6.png		True	True
ANXA11	detail/nuclear-envelope/ANXA11/ANXA11-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000122359-ANXA11/subcellular	https://images.proteinatlas.org/27545/2121_F10_19_red_green.jpg;https://images.proteinatlas.org/27545/2121_F10_8_red_green.jpg;https://images.proteinatlas.org/27545/2132_B11_13_red_green.jpg;https://images.proteinatlas.org/27545/2132_B11_36_red_green.jpg;https://images.proteinatlas.org/27545/218_E10_1_red_green.jpg;https://images.proteinatlas.org/27545/218_E10_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P50995-F1-predicted_aligned_error_v6.png		True	True
AP3B1	detail/nuclear-envelope/AP3B1/AP3B1-evaluation.md	True	6	Vesicles (approved)	https://www.proteinatlas.org/ENSG00000132842-AP3B1/subcellular	https://images.proteinatlas.org/38347/1891_K12_28_cr5bbde0cd83d44_red_green.jpg;https://images.proteinatlas.org/38347/1891_K12_5_cr5bbde0cd82b50_red_green.jpg;https://images.proteinatlas.org/38347/2125_A4_1_red_green.jpg;https://images.proteinatlas.org/38347/2125_A4_2_red_green.jpg;https://images.proteinatlas.org/38347/2213_C7_1_red_green.jpg;https://images.proteinatlas.org/38347/2213_C7_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-O00203-F1-predicted_aligned_error_v6.png		True	True
ARFGAP1	detail/nuclear-envelope/ARFGAP1/ARFGAP1-evaluation.md	True	6	Golgi apparatus (approved)	https://www.proteinatlas.org/ENSG00000101199-ARFGAP1/subcellular	https://images.proteinatlas.org/51019/742_H2_1_blue_red_green.jpg;https://images.proteinatlas.org/51019/742_H2_2_blue_red_green.jpg;https://images.proteinatlas.org/51019/807_G7_1_blue_red_green.jpg;https://images.proteinatlas.org/51019/807_G7_2_blue_red_green.jpg;https://images.proteinatlas.org/51019/846_G7_3_blue_red_green.jpg;https://images.proteinatlas.org/51019/846_G7_4_blue_red_green.jpg		True		pae_png_not_found_for_ARFGAP1	True	True
CES3	detail/nuclear-envelope/CES3/CES3-evaluation.md	True	6	Nuclear membrane (approved)	https://www.proteinatlas.org/ENSG00000172828-CES3/subcellular	https://images.proteinatlas.org/41307/1472_F4_1_blue_red_green.jpg;https://images.proteinatlas.org/41307/1472_F4_3_blue_red_green.jpg;https://images.proteinatlas.org/41307/490_E12_1_blue_red_green.jpg;https://images.proteinatlas.org/41307/490_E12_2_blue_red_green.jpg;https://images.proteinatlas.org/41307/509_E12_1_blue_red_green.jpg;https://images.proteinatlas.org/41307/509_E12_3_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q6UWW8-F1-predicted_aligned_error_v6.png		True	True
MLIP	detail/nuclear-envelope/MLIP/MLIP-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000146147-MLIP/subcellular	https://images.proteinatlas.org/46654/1361_A2_1_red_green.jpg;https://images.proteinatlas.org/46654/1361_A2_2_red_green.jpg;https://images.proteinatlas.org/46654/1366_A2_1_red_green.jpg;https://images.proteinatlas.org/46654/1366_A2_2_red_green.jpg;https://images.proteinatlas.org/46654/1413_D2_1_red_green.jpg;https://images.proteinatlas.org/46654/1413_D2_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q5VWP3-F1-predicted_aligned_error_v6.png		True	True
NHSL1	detail/nuclear-envelope/NHSL1/NHSL1-evaluation.md	True	6	Nuclear membrane (approved)	https://www.proteinatlas.org/ENSG00000135540-NHSL1/subcellular	https://images.proteinatlas.org/29967/739_G3_1_red_green.jpg;https://images.proteinatlas.org/29967/739_G3_3_red_green.jpg;https://images.proteinatlas.org/29967/742_B10_1_red_green.jpg;https://images.proteinatlas.org/29967/742_B10_2_red_green.jpg;https://images.proteinatlas.org/29967/753_G3_1_red_green.jpg;https://images.proteinatlas.org/29967/753_G3_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q5SYE7-F1-predicted_aligned_error_v6.png		True	True
NOPCHAP1	detail/nuclear-envelope/NOPCHAP1/NOPCHAP1-evaluation.md	True	6	Nucleoplasm (approved)	https://www.proteinatlas.org/ENSG00000151131-NOPCHAP1/subcellular	https://images.proteinatlas.org/38722/431_A9_1_red_green.jpg;https://images.proteinatlas.org/38722/431_A9_2_red_green.jpg;https://images.proteinatlas.org/38722/437_A9_1_red_green.jpg;https://images.proteinatlas.org/38722/437_A9_2_red_green.jpg;https://images.proteinatlas.org/38722/443_A9_1_red_green.jpg;https://images.proteinatlas.org/38722/443_A9_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q8N5I9-F1-predicted_aligned_error_v6.png		True	True
ARMCX5	detail/nuclear-speckle/ARMCX5/ARMCX5-evaluation.md	True	6	Nuclear speckles (approved)	https://www.proteinatlas.org/ENSG00000125962-ARMCX5/subcellular	https://images.proteinatlas.org/996/53_A9_1_red_green.jpg;https://images.proteinatlas.org/996/53_A9_2_red_green.jpg;https://images.proteinatlas.org/996/54_A9_1_red_green.jpg;https://images.proteinatlas.org/996/54_A9_2_red_green.jpg;https://images.proteinatlas.org/996/55_A9_1_red_green.jpg;https://images.proteinatlas.org/996/55_A9_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q6P1M9-F1-predicted_aligned_error_v6.png		True	True
BEND5	detail/nuclear-speckle/BEND5/BEND5-evaluation.md	True	6	Nuclear speckles (approved)	https://www.proteinatlas.org/ENSG00000162373-BEND5/subcellular	https://images.proteinatlas.org/54347/1057_G11_3_red_green.jpg;https://images.proteinatlas.org/54347/1057_G11_4_red_green.jpg;https://images.proteinatlas.org/54347/1391_C5_2_red_green.jpg;https://images.proteinatlas.org/54347/1391_C5_3_red_green.jpg;https://images.proteinatlas.org/54347/1817_G1_1_red_green.jpg;https://images.proteinatlas.org/54347/1817_G1_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q7L4P6-F1-predicted_aligned_error_v6.png		True	True
BMP2K	detail/nuclear-speckle/BMP2K/BMP2K-evaluation.md	True	6	Nuclear speckles (supported)	https://www.proteinatlas.org/ENSG00000138756-BMP2K/subcellular	https://images.proteinatlas.org/26451/604_H1_1_red_green.jpg;https://images.proteinatlas.org/26451/604_H1_2_red_green.jpg;https://images.proteinatlas.org/26451/607_H1_4_red_green.jpg;https://images.proteinatlas.org/26451/607_H1_5_red_green.jpg;https://images.proteinatlas.org/26451/609_H1_1_red_green.jpg;https://images.proteinatlas.org/26451/609_H1_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9NSY1-F1-predicted_aligned_error_v6.png		True	True
BPNT1	detail/nuclear-speckle/BPNT1/BPNT1-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-O95861-F1-predicted_aligned_error_v6.png		True	True
BRK1	detail/nuclear-speckle/BRK1/BRK1-evaluation.md	True	6	Nuclear speckles (approved)	https://www.proteinatlas.org/ENSG00000254999-BRK1/subcellular	https://images.proteinatlas.org/60391/1018_E12_1_red_green.jpg;https://images.proteinatlas.org/60391/1018_E12_2_red_green.jpg;https://images.proteinatlas.org/60391/1226_C3_1_red_green.jpg;https://images.proteinatlas.org/60391/1226_C3_2_red_green.jpg;https://images.proteinatlas.org/60391/1579_E1_1_red_green.jpg;https://images.proteinatlas.org/60391/1579_E1_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q8WUW1-F1-predicted_aligned_error_v6.png		True	True
CCDC85C	detail/nuclear-speckle/CCDC85C/CCDC85C-evaluation.md	False	0					True		uniprot_not_found	False	False
FYTTD1	detail/nuclear-speckle/FYTTD1/FYTTD1-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q96QD9-F1-predicted_aligned_error_v6.png		True	True
GUCY1A1	detail/nuclear-speckle/GUCY1A1/GUCY1A1-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q02108-F1-predicted_aligned_error_v6.png		True	True
MNS1	detail/nuclear-speckle/MNS1/MNS1-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8NEH6-F1-predicted_aligned_error_v6.png		True	True
MOCS2	detail/nuclear-speckle/MOCS2/MOCS2-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-O96033-F1-predicted_aligned_error_v6.png		True	True
MYADM	detail/nuclear-speckle/MYADM/MYADM-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q96S97-F1-predicted_aligned_error_v6.png		True	True
ABT1	detail/nucleolus/ABT1/ABT1-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q9ULW3-F1-predicted_aligned_error_v6.png		True	True
ALG14	detail/nucleolus/ALG14/ALG14-evaluation.md	True	4	Nucleoli (approved)	https://www.proteinatlas.org/ENSG00000172339-ALG14/subcellular	https://images.proteinatlas.org/31829/372_F5_1_red_green.jpg;https://images.proteinatlas.org/31829/372_F5_2_red_green.jpg;https://images.proteinatlas.org/31829/374_F5_1_red_green.jpg;https://images.proteinatlas.org/31829/374_F5_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q96F25-F1-predicted_aligned_error_v6.png		True	True
ANAPC11	detail/nucleolus/ANAPC11/ANAPC11-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000141552-ANAPC11/subcellular	https://images.proteinatlas.org/21989/187_F12_1_red_green.jpg;https://images.proteinatlas.org/21989/187_F12_2_red_green.jpg;https://images.proteinatlas.org/21989/188_F12_1_red_green.jpg;https://images.proteinatlas.org/21989/188_F12_2_red_green.jpg;https://images.proteinatlas.org/21989/246_F12_1_red_green.jpg;https://images.proteinatlas.org/21989/246_F12_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9NYG5-F1-predicted_aligned_error_v6.png		True	True
ANKEF1	detail/nucleolus/ANKEF1/ANKEF1-evaluation.md	True	6	Nucleoli fibrillar center (approved)	https://www.proteinatlas.org/ENSG00000132623-ANKEF1/subcellular	https://images.proteinatlas.org/41151/484_B4_1_blue_red_green.jpg;https://images.proteinatlas.org/41151/484_B4_2_blue_red_green.jpg;https://images.proteinatlas.org/41151/492_B4_3_blue_red_green.jpg;https://images.proteinatlas.org/41151/492_B4_4_blue_red_green.jpg;https://images.proteinatlas.org/41151/836_B12_1_blue_red_green.jpg;https://images.proteinatlas.org/41151/836_B12_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q9NU02-F1-predicted_aligned_error_v6.png		True	True
ANKS6	detail/nucleolus/ANKS6/ANKS6-evaluation.md	True	6	Nucleoli fibrillar center (approved)	https://www.proteinatlas.org/ENSG00000165138-ANKS6/subcellular	https://images.proteinatlas.org/8355/2146_D10_13_blue_red_green.jpg;https://images.proteinatlas.org/8355/2146_D10_59_blue_red_green.jpg;https://images.proteinatlas.org/8355/2151_F6_33_blue_red_green.jpg;https://images.proteinatlas.org/8355/2151_F6_46_blue_red_green.jpg;https://images.proteinatlas.org/8355/2168_F12_119_blue_red_green.jpg;https://images.proteinatlas.org/8355/2168_F12_22_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q68DC2-F1-predicted_aligned_error_v6.png		True	True
AOPEP	detail/nucleolus/AOPEP/AOPEP-evaluation.md	True	6	Cell Junctions (approved)	https://www.proteinatlas.org/ENSG00000148120-AOPEP/subcellular	https://images.proteinatlas.org/72729/1501_C5_2_blue_red_green.jpg;https://images.proteinatlas.org/72729/1501_C5_3_blue_red_green.jpg;https://images.proteinatlas.org/72729/1522_C5_1_blue_red_green.jpg;https://images.proteinatlas.org/72729/1522_C5_3_blue_red_green.jpg;https://images.proteinatlas.org/72729/1576_H2_1_blue_red_green.jpg;https://images.proteinatlas.org/72729/1576_H2_2_blue_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q8N6M6-F1-predicted_aligned_error_v6.png		True	True
ARFIP2	detail/nucleolus/ARFIP2/ARFIP2-evaluation.md	True	6	Nucleoplasm (uncertain)	https://www.proteinatlas.org/ENSG00000132254-ARFIP2/subcellular	https://images.proteinatlas.org/38156/435_G5_1_red_green.jpg;https://images.proteinatlas.org/38156/435_G5_2_red_green.jpg;https://images.proteinatlas.org/38156/445_G5_3_red_green.jpg;https://images.proteinatlas.org/38156/445_G5_4_red_green.jpg;https://images.proteinatlas.org/38156/448_G5_1_red_green.jpg;https://images.proteinatlas.org/38156/448_G5_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-P53365-F1-predicted_aligned_error_v6.png		True	True
ARL14EP	detail/nucleolus/ARL14EP/ARL14EP-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q8N8R7-F1-predicted_aligned_error_v6.png		True	True
BCAS3	detail/nucleolus/BCAS3/BCAS3-evaluation.md	True	6	Nucleoli (approved)	https://www.proteinatlas.org/ENSG00000141376-BCAS3/subcellular	https://images.proteinatlas.org/57289/1432_C8_5_red_green.jpg;https://images.proteinatlas.org/57289/1432_C8_6_red_green.jpg;https://images.proteinatlas.org/57289/963_F6_1_red_green.jpg;https://images.proteinatlas.org/57289/963_F6_3_red_green.jpg;https://images.proteinatlas.org/57289/968_F6_3_red_green.jpg;https://images.proteinatlas.org/57289/968_F6_4_red_green.jpg		True		pae_png_not_found_for_EXPERIMENT	True	True
BEND4	detail/nucleolus/BEND4/BEND4-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q6ZU67-F1-predicted_aligned_error_v6.png		True	True
BLCAP	detail/nucleolus/BLCAP/BLCAP-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-P62952-F1-predicted_aligned_error_v6.png		True	True
BMS1	detail/nucleolus/BMS1/BMS1-evaluation.md	True	6	Nucleoplasm (enhanced)	https://www.proteinatlas.org/ENSG00000165733-BMS1/subcellular	https://images.proteinatlas.org/36589/1887_G2_4_red_green.jpg;https://images.proteinatlas.org/36589/1887_G2_5_red_green.jpg;https://images.proteinatlas.org/36589/430_A10_1_red_green.jpg;https://images.proteinatlas.org/36589/430_A10_2_red_green.jpg;https://images.proteinatlas.org/36589/441_A10_4_red_green.jpg;https://images.proteinatlas.org/36589/441_A10_5_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q14692-F1-predicted_aligned_error_v6.png		True	True
BNIP2	detail/nucleolus/BNIP2/BNIP2-evaluation.md	False	0					True	https://alphafold.ebi.ac.uk/files/AF-Q12982-F1-predicted_aligned_error_v6.png		True	True
BRIX1	detail/nucleolus/BRIX1/BRIX1-evaluation.md	True	6	Nucleoli (enhanced)	https://www.proteinatlas.org/ENSG00000113460-BRIX1/subcellular	https://images.proteinatlas.org/39614/1888_G3_4_red_green.jpg;https://images.proteinatlas.org/39614/1888_G3_5_red_green.jpg;https://images.proteinatlas.org/39614/454_F11_1_red_green.jpg;https://images.proteinatlas.org/39614/454_F11_2_red_green.jpg;https://images.proteinatlas.org/39614/456_F11_1_red_green.jpg;https://images.proteinatlas.org/39614/456_F11_2_red_green.jpg		True	https://alphafold.ebi.ac.uk/files/AF-Q8TDN6-F1-predicted_aligned_error_v6.png		True	True
CAMKMT	detail/nucleolus/CAMKMT/CAMKMT-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000143919-CAMKMT/subcellular	https://images.proteinatlas.org/67912/1250_F2_1_red_green.jpg;https://images.proteinatlas.org/67912/1250_F2_2_red_green.jpg;https://images.proteinatlas.org/67912/1255_F2_1_red_green.jpg;https://images.proteinatlas.org/67912/1255_F2_2_red_green.jpg;https://images.proteinatlas.org/67912/1284_F11_1_red_green.jpg;https://images.proteinatlas.org/67912/1284_F11_2_red_green.jpg		True		pae_png_not_found_for_CYTOPLASM	True	True
