relative_path	file_name	file_ext	file_type_guess	size_bytes	modified_time	top_level_dir	depth	is_report	is_audit	is_protocol	is_script	is_log	is_packet	is_image	is_summary	is_temp_or_cache	is_git_related	should_keep	should_move_later	recommended_target_group	reason
_cache/pubmed_NUTF2.json	pubmed_NUTF2.json	.json	source_data	349	1780142265.8883524	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/pubmed_SAMD1.json	pubmed_SAMD1.json	.json	source_data	437	1780142203.994585	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/pubmed_SHLD1.json	pubmed_SHLD1.json	.json	source_data	492	1780142268.8161657	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/pubmed_SRP68.json	pubmed_SRP68.json	.json	source_data	603	1780142204.154013	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string2_EVX2.json	string2_EVX2.json	.json	source_data	5375	1780142275.3391304	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string2_FBXL3.json	string2_FBXL3.json	.json	source_data	0	1780142277.349221	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string2_NUTF2.json	string2_NUTF2.json	.json	source_data	0	1780142287.5560563	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string2_SHLD1.json	string2_SHLD1.json	.json	source_data	0	1780142307.9260972	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string2_SRP68.json	string2_SRP68.json	.json	source_data	0	1780142297.7393794	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_EVX2.json	string_EVX2.json	.json	source_data	5375	1780142793.7299402	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_EYA3.json	string_EYA3.json	.json	source_data	8056	1780142183.6953263	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_FBXL3.json	string_FBXL3.json	.json	source_data	8155	1780142581.7545838	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_FIGNL1.json	string_FIGNL1.json	.json	source_data	7634	1780142183.71915	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_NUTF2.json	string_NUTF2.json	.json	source_data	8150	1780142582.3811927	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_SAMD1.json	string_SAMD1.json	.json	source_data	5435	1780142184.2388806	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_SHLD1.json	string_SHLD1.json	.json	source_data	8039	1780142584.746911	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/string_SRP68.json	string_SRP68.json	.json	source_data	8186	1780142583.5949037	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_P61970.json	uniprot_P61970.json	.json	source_data	38671	1780142179.8470473	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q03828.json	uniprot_Q03828.json	.json	source_data	17524	1780142179.8584957	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q6PIW4.json	uniprot_Q6PIW4.json	.json	source_data	51347	1780142180.0825	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q6SPF0.json	uniprot_Q6SPF0.json	.json	source_data	36470	1780142179.9593682	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q8IYI0.json	uniprot_Q8IYI0.json	.json	source_data	24475	1780142179.7460065	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q99504.json	uniprot_Q99504.json	.json	source_data	51602	1780142180.074424	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q9UHB9.json	uniprot_Q9UHB9.json	.json	source_data	49720	1780142180.0545056	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
_cache/uniprot_Q9UKT7.json	uniprot_Q9UKT7.json	.json	source_data	37999	1780142180.9928114	_cache	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/.DS_Store	.DS_Store		temp_cache	10244	1780552914.2747684	audit_work	1	False	False	False	False	False	False	False	False	True	False	True	False	KEEP	analysis
audit_work/AAAS_pubmed_disambiguation_20260603_004106.tsv	AAAS_pubmed_disambiguation_20260603_004106.tsv	.tsv	audit_table	625	1780418475.1359818	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/CODEX_STEP1D_FINAL_STATUS_VERIFICATION_REPORT_20260604_230930.md	CODEX_STEP1D_FINAL_STATUS_VERIFICATION_REPORT_20260604_230930.md	.md	audit_report	1003	1780585779.7696676	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_210250.md	CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_210250.md	.md	audit_report	3543	1780578554.9280555	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_211018.md	CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_211018.md	.md	audit_report	3452	1780579001.49356	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_211724.md	CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_211724.md	.md	audit_report	3428	1780579436.3412826	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_215236.md	CODEX_STEP1_FINAL_STATUS_VERIFICATION_REPORT_20260604_215236.md	.md	audit_report	3464	1780581565.8397229	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/DATA_MISMATCH_AND_NUCLEAR_LE3_RECHECK_REPORT_20260604_183413.md	DATA_MISMATCH_AND_NUCLEAR_LE3_RECHECK_REPORT_20260604_183413.md	.md	audit_report	993	1780569255.1654859	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/FAM9C_false_absence_reharvest_log_20260604_221004.tsv	FAM9C_false_absence_reharvest_log_20260604_221004.tsv	.tsv	audit_table	305	1780582204.1838853	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/FINAL_DELIVERY_REPORT_20260604_171823.md	FINAL_DELIVERY_REPORT_20260604_171823.md	.md	audit_report	2124	1780564712.3578215	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/FINAL_VERIFIED_ACCEPTANCE_REPORT_20260604_203917.md	FINAL_VERIFIED_ACCEPTANCE_REPORT_20260604_203917.md	.md	audit_report	2708	1780576757.9974563	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/IF_PAE_MISMATCH_ACCEPTANCE_REPORT_20260604_193703.md	IF_PAE_MISMATCH_ACCEPTANCE_REPORT_20260604_193703.md	.md	audit_report	2417	1780573023.1095552	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/PROTOCOL_RECHECK_FINAL_REPORT_20260604_172332.md	PROTOCOL_RECHECK_FINAL_REPORT_20260604_172332.md	.md	audit_report	1295	1780565026.3735523	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/PROTOCOL_REPAIR_ACCEPTANCE_REPORT_20260604_182052.md	PROTOCOL_REPAIR_ACCEPTANCE_REPORT_20260604_182052.md	.md	audit_report	1470	1780568461.4420695	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_actionable_20260601_120305.tsv	audit_actionable_20260601_120305.tsv	.tsv	audit_table	94578	1780286586.448822	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_all_after_ppi_partial.json	audit_all_after_ppi_partial.json	.json	source_data	283952	1780171054.0779808	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_all_after_ppi_scan_fix.json	audit_all_after_ppi_scan_fix.json	.json	source_data	283072	1780171092.2651253	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_all_after_safe_repair.json	audit_all_after_safe_repair.json	.json	source_data	283484	1780170079.9192348	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_all_final.json	audit_all_final.json	.json	source_data	283072	1780171117.253368	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/audit_then_fix_batches_20260602_193922.tsv	audit_then_fix_batches_20260602_193922.tsv	.tsv	audit_table	35843	1780400362.8247468	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/broken_report_audit_20260601_154641.tsv	broken_report_audit_20260601_154641.tsv	.tsv	audit_table	405726	1780300001.8908951	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_history_audit_prompt.md	claude_history_audit_prompt.md	.md	audit_report	4041	1780169885.8911705	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/00_master_workflow.md	00_master_workflow.md	.md	audit_report	2578	1780370416.897218	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/01_repair_incomplete_reports.md	01_repair_incomplete_reports.md	.md	audit_report	6368	1780304237.8452382	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/02_check_data_absence_mismatch.md	02_check_data_absence_mismatch.md	.md	audit_report	5099	1780304438.3675952	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/03_repair_false_absence.md	03_repair_false_absence.md	.md	audit_report	5185	1780304438.6222086	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/04_recheck_false_rejections.md	04_recheck_false_rejections.md	.md	audit_report	4567	1780304438.855094	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/05_continue_new_proteins.md	05_continue_new_proteins.md	.md	audit_report	6420	1780304439.0768785	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/06_autonomous_repair_loop.md	06_autonomous_repair_loop.md	.md	audit_report	4802	1780305191.3279002	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/07_repair_hpa_if_consistency.md	07_repair_hpa_if_consistency.md	.md	audit_report	4913	1780370416.5768497	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_protocols/README.md	README.md	.md	audit_report	4550	1780370416.7298086	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/query_apis.py	query_apis.py	.py	script_python	4671	1780202427.777247	audit_work	2	False	False	False	True	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/query_uniprot_full.py	query_uniprot_full.py	.py	script_python	4333	1780202584.3994534	audit_work	2	False	False	False	True	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/sheet3_batch001_prompt.md	sheet3_batch001_prompt.md	.md	audit_report	3212	1780201954.1494753	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/sheet3_dnph1_prompt.md	sheet3_dnph1_prompt.md	.md	audit_report	1564	1780202606.1535447	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/sheet3_gap_next5_supervised_prompt.md	sheet3_gap_next5_supervised_prompt.md	.md	audit_report	5009	1780254091.9541016	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/claude_runs/sheet3_gap_next5b_supervised_prompt.md	sheet3_gap_next5b_supervised_prompt.md	.md	audit_report	3050	1780255204.5215032	audit_work	2	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_critical_false_rejection_check_20260604_210250.tsv	codex_step1_critical_false_rejection_check_20260604_210250.tsv	.tsv	audit_table	54301	1780578554.906805	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_critical_false_rejection_check_20260604_211018.tsv	codex_step1_critical_false_rejection_check_20260604_211018.tsv	.tsv	audit_table	56985	1780579001.4698026	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_critical_false_rejection_check_20260604_211724.tsv	codex_step1_critical_false_rejection_check_20260604_211724.tsv	.tsv	audit_table	56985	1780579436.3164945	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_critical_false_rejection_check_20260604_215236.tsv	codex_step1_critical_false_rejection_check_20260604_215236.tsv	.tsv	audit_table	56984	1780581565.8178003	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_excel_coverage_check_20260604_210250.tsv	codex_step1_excel_coverage_check_20260604_210250.tsv	.tsv	audit_table	629027	1780578554.9051676	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_excel_coverage_check_20260604_211018.tsv	codex_step1_excel_coverage_check_20260604_211018.tsv	.tsv	audit_table	633173	1780579001.468784	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_excel_coverage_check_20260604_211724.tsv	codex_step1_excel_coverage_check_20260604_211724.tsv	.tsv	audit_table	633173	1780579436.3152425	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_excel_coverage_check_20260604_215236.tsv	codex_step1_excel_coverage_check_20260604_215236.tsv	.tsv	audit_table	633173	1780581565.816808	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_if_pae_true_mismatch_check_20260604_210250.tsv	codex_step1_if_pae_true_mismatch_check_20260604_210250.tsv	.tsv	audit_table	1099249	1780578554.9212458	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_if_pae_true_mismatch_check_20260604_211018.tsv	codex_step1_if_pae_true_mismatch_check_20260604_211018.tsv	.tsv	audit_table	1154794	1780579001.484476	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_if_pae_true_mismatch_check_20260604_211724.tsv	codex_step1_if_pae_true_mismatch_check_20260604_211724.tsv	.tsv	audit_table	1154797	1780579436.3334892	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_if_pae_true_mismatch_check_20260604_215236.tsv	codex_step1_if_pae_true_mismatch_check_20260604_215236.tsv	.tsv	audit_table	1154797	1780581565.8331573	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_incomplete_template_check_20260604_210250.tsv	codex_step1_incomplete_template_check_20260604_210250.tsv	.tsv	audit_table	161973	1780578554.9238312	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_incomplete_template_check_20260604_211018.tsv	codex_step1_incomplete_template_check_20260604_211018.tsv	.tsv	audit_table	161973	1780579001.487338	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_incomplete_template_check_20260604_211724.tsv	codex_step1_incomplete_template_check_20260604_211724.tsv	.tsv	audit_table	161973	1780579436.3364267	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_incomplete_template_check_20260604_215236.tsv	codex_step1_incomplete_template_check_20260604_215236.tsv	.tsv	audit_table	161597	1780581565.8357291	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_210250.summary.md	codex_step1_status_verification_20260604_210250.summary.md	.md	audit_report	3543	1780578554.9281328	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_210250.tsv	codex_step1_status_verification_20260604_210250.tsv	.tsv	audit_table	1523	1780578554.9279056	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_211018.summary.md	codex_step1_status_verification_20260604_211018.summary.md	.md	audit_report	3452	1780579001.493642	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_211018.tsv	codex_step1_status_verification_20260604_211018.tsv	.tsv	audit_table	1516	1780579001.4933577	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_211724.summary.md	codex_step1_status_verification_20260604_211724.summary.md	.md	audit_report	3428	1780579436.3413663	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_211724.tsv	codex_step1_status_verification_20260604_211724.tsv	.tsv	audit_table	1516	1780579436.3410878	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_215236.summary.md	codex_step1_status_verification_20260604_215236.summary.md	.md	audit_report	3464	1780581565.8397965	audit_work	1	False	True	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_status_verification_20260604_215236.tsv	codex_step1_status_verification_20260604_215236.tsv	.tsv	audit_table	1516	1780581565.8395777	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_validate_strict_20260604_210250.log	codex_step1_validate_strict_20260604_210250.log	.log	log	723232	1780578551.6750712	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_validate_strict_20260604_211018.log	codex_step1_validate_strict_20260604_211018.log	.log	log	723232	1780578998.4596364	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_validate_strict_20260604_211724.log	codex_step1_validate_strict_20260604_211724.log	.log	log	723232	1780579433.103805	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1_validate_strict_20260604_215236.log	codex_step1_validate_strict_20260604_215236.log	.log	log	723232	1780581562.6330554	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1b_blocker_backup_record_20260604_214832.tsv	codex_step1b_blocker_backup_record_20260604_214832.tsv	.tsv	audit_table	591	1780580919.8510582	audit_work	1	False	False	False	False	False	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1b_two_blockers_after_validate_20260604_215056.log	codex_step1b_two_blockers_after_validate_20260604_215056.log	.log	log	723232	1780581064.8045437	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
audit_work/codex_step1b_two_blockers_after_validate_20260604_215206.log	codex_step1b_two_blockers_after_validate_20260604_215206.log	.log	log	723232	1780581133.494621	audit_work	1	False	False	False	False	True	False	False	False	False	False	True	False	KEEP	analysis
