path	file_type	rows_or_lines	columns_if_table	has_gene_column	has_status_column	has_category_column	has_score_column	has_report_path_column	likely_usefulness	recommended_role	reason
audit_work/codex_step1_critical_false_rejection_check_20260604_210250.tsv	tsv	294	gene;path;status;score;nuclear_score;false_rejection_risk;has_packet;has_hpa;has_uniprot_go;has_pubmed;has_pdb_or_no_pdb;has_ppi;current_decision;is_true_remaining_critical;is_audit_false_positive;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_critical_false_rejection_check_20260604_211018.tsv	tsv	294	gene;path;status;score;nuclear_score;false_rejection_risk;has_packet;has_hpa;has_uniprot_go;has_pubmed;has_pdb_or_no_pdb;has_ppi;current_decision;is_true_remaining_critical;is_audit_false_positive;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_critical_false_rejection_check_20260604_211724.tsv	tsv	294	gene;path;status;score;nuclear_score;false_rejection_risk;has_packet;has_hpa;has_uniprot_go;has_pubmed;has_pdb_or_no_pdb;has_ppi;current_decision;is_true_remaining_critical;is_audit_false_positive;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_critical_false_rejection_check_20260604_215236.tsv	tsv	294	gene;path;status;score;nuclear_score;false_rejection_risk;has_packet;has_hpa;has_uniprot_go;has_pubmed;has_pdb_or_no_pdb;has_ppi;current_decision;is_true_remaining_critical;is_audit_false_positive;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_excel_coverage_check_20260604_210250.tsv	tsv	4755	gene;excel_sheets;has_report;report_paths;status;category;lines;has_duplicate;coverage_status;reason	True	True	True	True	True	medium	SECONDARY_METADATA_SOURCE	Useful for coverage/readiness evidence and missing-gene checks, not a full presentation index.
audit_work/codex_step1_excel_coverage_check_20260604_211018.tsv	tsv	4755	gene;excel_sheets;has_report;report_paths;status;category;lines;has_duplicate;coverage_status;reason	True	True	True	True	True	medium	SECONDARY_METADATA_SOURCE	Useful for coverage/readiness evidence and missing-gene checks, not a full presentation index.
audit_work/codex_step1_excel_coverage_check_20260604_211724.tsv	tsv	4755	gene;excel_sheets;has_report;report_paths;status;category;lines;has_duplicate;coverage_status;reason	True	True	True	True	True	medium	SECONDARY_METADATA_SOURCE	Useful for coverage/readiness evidence and missing-gene checks, not a full presentation index.
audit_work/codex_step1_excel_coverage_check_20260604_215236.tsv	tsv	4755	gene;excel_sheets;has_report;report_paths;status;category;lines;has_duplicate;coverage_status;reason	True	True	True	True	True	medium	SECONDARY_METADATA_SOURCE	Useful for coverage/readiness evidence and missing-gene checks, not a full presentation index.
audit_work/codex_step1_incomplete_template_check_20260604_210250.tsv	tsv	917	gene;path;status;lines;chars;has_yaml;has_hpa;has_uniprot_go;has_pubmed;has_structure;has_ppi;has_scoring_table;has_final_decision;has_packet_error_conclusion;has_one_line_no_nuclear_rejection;is_blocking_incomplete;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_incomplete_template_check_20260604_211018.tsv	tsv	917	gene;path;status;lines;chars;has_yaml;has_hpa;has_uniprot_go;has_pubmed;has_structure;has_ppi;has_scoring_table;has_final_decision;has_packet_error_conclusion;has_one_line_no_nuclear_rejection;is_blocking_incomplete;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_incomplete_template_check_20260604_211724.tsv	tsv	917	gene;path;status;lines;chars;has_yaml;has_hpa;has_uniprot_go;has_pubmed;has_structure;has_ppi;has_scoring_table;has_final_decision;has_packet_error_conclusion;has_one_line_no_nuclear_rejection;is_blocking_incomplete;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_incomplete_template_check_20260604_215236.tsv	tsv	915	gene;path;status;lines;chars;has_yaml;has_hpa;has_uniprot_go;has_pubmed;has_structure;has_ppi;has_scoring_table;has_final_decision;has_packet_error_conclusion;has_one_line_no_nuclear_rejection;is_blocking_incomplete;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1_status_verification_20260604_210250.summary.md	md	81	Metric;Value	False	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_210250.tsv	tsv	32	metric;value	True	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_211018.summary.md	md	81	Metric;Value	False	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_211018.tsv	tsv	32	metric;value	True	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_211724.summary.md	md	81	Metric;Value	False	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_211724.tsv	tsv	32	metric;value	True	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_215236.summary.md	md	81	Metric;Value	False	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_status_verification_20260604_215236.tsv	tsv	32	metric;value	True	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1_validate_strict_20260604_210250.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1_validate_strict_20260604_211018.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1_validate_strict_20260604_211724.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1_validate_strict_20260604_215236.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1b_blocker_backup_record_20260604_214832.tsv	tsv	2	gene;original_path;backup_path;old_status;old_category;old_lines;old_chars;old_contains_packet_error;old_contains_harvest_failure;reason	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1b_two_blockers_after_validate_20260604_215056.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1b_two_blockers_after_validate_20260604_215206.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1b_two_blockers_start_snapshot_20260604_214832.summary.md	md	25		False	True	True	False	True	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/codex_step1b_two_blockers_start_snapshot_20260604_214832.tsv	tsv	2	gene;path;status;category;lines;chars;contains_packet_error;contains_harvest_failure;contains_one_line_no_nuclear;is_11_line_template;validate_errors;validate_warnings	True	True	True	True	True	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
audit_work/codex_step1b_two_blockers_start_validate_20260604_214832.log	log	15820		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/codex_step1d_final_status_verification_20260604_230930.tsv	tsv	22	metric;value	False	True	False	True	False	medium	AUDIT_ONLY	Audit/QA artifact; useful for backlog and risk flags but not primary site source.
audit_work/codex_step1d_validate_strict_20260604_230930.log	log	15587		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/continuous_completion_start_snapshot_20260604_131813.summary.md	md	13	Metric;Value	False	True	False	True	False	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/continuous_completion_start_snapshot_20260604_131813.tsv	tsv	17	metric;value	False	True	False	True	False	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/continuous_completion_start_validate_20260604_131813.log	log	12992		False	True	True	True	True	low	IGNORE_FOR_WEB	Not enough structured web-index value.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/AGTPBP1_evaluation.md	md	183	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/AKAP6_evaluation.md	md	183	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/CMAS_evaluation.md	md	178	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/CMYA5_evaluation.md	md	180	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/FAM193A_evaluation.md	md	173	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/FGF14_evaluation.md	md	177	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/HSD3B1_evaluation.md	md	183	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/HSD3B2_evaluation.md	md	183	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/LORICRIN_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MKKS_evaluation.md	md	182	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MLIP_evaluation.md	md	166	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MMS19_evaluation.md	md	183	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MMS22L_evaluation.md	md	181	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MOB1B_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MOB2_evaluation.md	md	181	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MORN2_evaluation.md	md	171	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MOSPD1_evaluation.md	md	172	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MPPE1_evaluation.md	md	179	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/MRFAP1_evaluation.md	md	177	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NAA30_evaluation.md	md	167	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NABP1_evaluation.md	md	167	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NEXMIF_evaluation.md	md	161	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NFKBIL1_evaluation.md	md	168	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NHLRC1_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NIF3L1_evaluation.md	md	169	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NME8_evaluation.md	md	182	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NMRK2_evaluation.md	md	172	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NOM1_evaluation.md	md	176	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NOPCHAP1_evaluation.md	md	163	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NOS1AP_evaluation.md	md	183	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NRIP2_evaluation.md	md	175	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NSMCE4A_evaluation.md	md	180	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NSRP1_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/NUBP1_evaluation.md	md	183	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/RIPPLY2_evaluation.md	md	176	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/RIT2_evaluation.md	md	183	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/RSRP1_evaluation.md	md	167	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/RTN1_evaluation.md	md	183	项目;内容	True	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SAMD11_evaluation.md	md	171	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SBF1_evaluation.md	md	182	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SBF2_evaluation.md	md	182	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SBNO1_evaluation.md	md	176	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SCEL_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SDCBP2_evaluation.md	md	183	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SELENOM_evaluation.md	md	178	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SERF1A_evaluation.md	md	172	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SERF1B_evaluation.md	md	166	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SERGEF_evaluation.md	md	179	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SERPINB10_evaluation.md	md	172	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SERPINB13_evaluation.md	md	182	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SMPD4_evaluation.md	md	183	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SMTNL1_evaluation.md	md	174	项目;内容	False	True	False	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SPANXA1_evaluation.md	md	171	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SPANXB1_evaluation.md	md	177	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/SPANXD_evaluation.md	md	169	项目;内容	False	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/TEP1_evaluation.md	md	171	项目;内容	True	True	True	True	False	medium	MANUAL_REVIEW	Markdown contains protein-summary terms but is not the known main summary.
audit_work/continuous_completion_workers/worker_W1/batch_1/staged_reports/reevaluation_summary.tsv	tsv	56	gene;new_status;nuclear_score;dest;lines;rejection_reason	True	True	True	True	False	medium	MANUAL_REVIEW	Structured fields look potentially web-relevant; inspect before using.
