gene	report_path	remaining_if_gap	remaining_pae_gap
LNP1	detail/nuclear-speckle/LNP1/LNP1-evaluation.md	True	False
LYRM4	detail/nuclear-speckle/LYRM4/LYRM4-evaluation.md	False	True
MAST3	detail/nuclear-speckle/MAST3/MAST3-evaluation.md	False	True
PRR23A	detail/nuclear-speckle/PRR23A/PRR23A-evaluation.md	True	False
PRR23B	detail/nuclear-speckle/PRR23B/PRR23B-evaluation.md	True	False
PRR23C	detail/nuclear-speckle/PRR23C/PRR23C-evaluation.md	True	False
SEL1L2	detail/nuclear-speckle/SEL1L2/SEL1L2-evaluation.md	True	False
TENM1	detail/nuclear-speckle/TENM1/TENM1-evaluation.md	False	True
TFIP11	detail/nuclear-speckle/TFIP11/TFIP11-evaluation.md	False	True
TRIM69	detail/nuclear-speckle/TRIM69/TRIM69-evaluation.md	True	False
VPS72	detail/nuclear-speckle/VPS72/VPS72-evaluation.md	False	True
ALKBH4	detail/nucleolus/ALKBH4/ALKBH4-evaluation.md	True	False
APEX2	detail/nucleolus/APEX2/APEX2-evaluation.md	False	True
BCAS3	detail/nucleolus/BCAS3/BCAS3-evaluation.md	False	True
C6orf89	detail/nucleolus/C6orf89/C6orf89-evaluation.md	True	False
CAMKMT	detail/nucleolus/CAMKMT/CAMKMT-evaluation.md	False	True
CEP85	detail/nucleolus/CEP85/CEP85-evaluation.md	False	True
CRADD	detail/nucleolus/CRADD/CRADD-evaluation.md	True	False
DIEXF	detail/nucleolus/DIEXF/DIEXF-evaluation.md	True	False
ENDOV	detail/nucleolus/ENDOV/ENDOV-evaluation.md	True	False
FIRRM	detail/nucleolus/FIRRM/FIRRM-evaluation.md	True	False
FOXO6	detail/nucleolus/FOXO6/FOXO6-evaluation.md	True	False
FRG1	detail/nucleolus/FRG1/FRG1-evaluation.md	True	False
FSAF1	detail/nucleolus/FSAF1/FSAF1-evaluation.md	True	False
GET4	detail/nucleolus/GET4/GET4-evaluation.md	True	False
GINM1	detail/nucleolus/GINM1/GINM1-evaluation.md	True	False
KLHL35	detail/nucleolus/KLHL35/KLHL35-evaluation.md	False	True
MEAK7	detail/nucleolus/MEAK7/MEAK7-evaluation.md	False	True
PANK1	detail/nucleolus/PANK1/PANK1-evaluation.md	True	False
PANO1	detail/nucleolus/PANO1/PANO1-evaluation.md	True	False
PLCZ1	detail/nucleolus/PLCZ1/PLCZ1-evaluation.md	True	False
PLK5	detail/nucleolus/PLK5/PLK5-evaluation.md	True	False
PPM1B	detail/nucleolus/PPM1B/PPM1B-evaluation.md	True	False
Ppan	detail/nucleolus/Ppan/Ppan-evaluation.md	True	False
REV3L	detail/nucleolus/REV3L/REV3L-evaluation.md	False	True
SPECC1	detail/nucleolus/SPECC1/SPECC1-evaluation.md	False	True
SYNE2	detail/nucleolus/SYNE2/SYNE2-evaluation.md	False	True
TANK	detail/nucleolus/TANK/TANK-evaluation.md	False	True
TBCA	detail/nucleolus/TBCA/TBCA-evaluation.md	True	False
TRIM41	detail/nucleolus/TRIM41/TRIM41-evaluation.md	False	True
WDFY3	detail/nucleolus/WDFY3/WDFY3-evaluation.md	False	True
WDR75	detail/nucleolus/WDR75/WDR75-evaluation.md	True	False
YPEL2	detail/nucleolus/YPEL2/YPEL2-evaluation.md	True	False
YPEL3	detail/nucleolus/YPEL3/YPEL3-evaluation.md	True	False
YPEL4	detail/nucleolus/YPEL4/YPEL4-evaluation.md	True	False
AAAS	detail/nucleoplasm/AAAS/AAAS-evaluation.md	False	True
AAMDC	detail/nucleoplasm/AAMDC/AAMDC-evaluation.md	False	True
ABITRAM	detail/nucleoplasm/ABITRAM/ABITRAM-evaluation.md	False	True
ABLIM3	detail/nucleoplasm/ABLIM3/ABLIM3-evaluation.md	False	True
ABTB2	detail/nucleoplasm/ABTB2/ABTB2-evaluation.md	False	True
ACBD4	detail/nucleoplasm/ACBD4/ACBD4-evaluation.md	False	True
ADAM33	detail/nucleoplasm/ADAM33/ADAM33-evaluation.md	True	False
ADAT3	detail/nucleoplasm/ADAT3/ADAT3-evaluation.md	False	True
AIRE	detail/nucleoplasm/AIRE/AIRE-evaluation.md	True	False
AKAP13	detail/nucleoplasm/AKAP13/AKAP13-evaluation.md	False	True
ANAPC10	detail/nucleoplasm/ANAPC10/ANAPC10-evaluation.md	False	True
ANAPC4	detail/nucleoplasm/ANAPC4/ANAPC4-evaluation.md	True	False
ANHX	detail/nucleoplasm/ANHX/ANHX-evaluation.md	True	False
ANKMY2	detail/nucleoplasm/ANKMY2/ANKMY2-evaluation.md	False	True
ANKRD10	detail/nucleoplasm/ANKRD10/ANKRD10-evaluation.md	False	True
ANKRD12	detail/nucleoplasm/ANKRD12/ANKRD12-evaluation.md	False	True
ANKRD20A1	detail/nucleoplasm/ANKRD20A1/ANKRD20A1-evaluation.md	False	True
ANKRD23	detail/nucleoplasm/ANKRD23/ANKRD23-evaluation.md	False	True
ANKRD30B	detail/nucleoplasm/ANKRD30B/ANKRD30B-evaluation.md	False	True
ANKRD36	detail/nucleoplasm/ANKRD36/ANKRD36-evaluation.md	False	True
ANKRD36B	detail/nucleoplasm/ANKRD36B/ANKRD36B-evaluation.md	False	True
ANKRD37	detail/nucleoplasm/ANKRD37/ANKRD37-evaluation.md	False	True
ANKS1A	detail/nucleoplasm/ANKS1A/ANKS1A-evaluation.md	False	True
ANKS3	detail/nucleoplasm/ANKS3/ANKS3-evaluation.md	False	True
ARB2A	detail/nucleoplasm/ARB2A/ARB2A-evaluation.md	True	False
ARGFX	detail/nucleoplasm/ARGFX/ARGFX-evaluation.md	True	False
ARID3C	detail/nucleoplasm/ARID3C/ARID3C-evaluation.md	True	False
ARX	detail/nucleoplasm/ARX/ARX-evaluation.md	True	False
ASCL2	detail/nucleoplasm/ASCL2/ASCL2-evaluation.md	True	False
ASCL3	detail/nucleoplasm/ASCL3/ASCL3-evaluation.md	True	False
ASCL4	detail/nucleoplasm/ASCL4/ASCL4-evaluation.md	True	False
ASCL5	detail/nucleoplasm/ASCL5/ASCL5-evaluation.md	True	False
ASH1L	detail/nucleoplasm/ASH1L/ASH1L-evaluation.md	False	True
ATF7IP2	detail/nucleoplasm/ATF7IP2/ATF7IP2-evaluation.md	True	False
ATM	detail/nucleoplasm/ATM/ATM-evaluation.md	False	True
ATOSB	detail/nucleoplasm/ATOSB/ATOSB-evaluation.md	False	True
ATXN3L	detail/nucleoplasm/ATXN3L/ATXN3L-evaluation.md	True	False
ATXN8	detail/nucleoplasm/ATXN8/ATXN8-evaluation.md	True	True
BABAM2	detail/nucleoplasm/BABAM2/BABAM2-evaluation.md	False	True
BACC1	detail/nucleoplasm/BACC1/BACC1-evaluation.md	True	False
BARHL1	detail/nucleoplasm/BARHL1/BARHL1-evaluation.md	True	False
BCLAF1	detail/nucleoplasm/BCLAF1/BCLAF1-evaluation.md	False	True
BEND2	detail/nucleoplasm/BEND2/BEND2-evaluation.md	True	False
BEND6	detail/nucleoplasm/BEND6/BEND6-evaluation.md	False	True
BHLHE41	detail/nucleoplasm/BHLHE41/BHLHE41-evaluation.md	False	True
BMAL1	detail/nucleoplasm/BMAL1/BMAL1-evaluation.md	False	True
BOD1	detail/nucleoplasm/BOD1/BOD1-evaluation.md	True	False
BOD1L1	detail/nucleoplasm/BOD1L1/BOD1L1-evaluation.md	False	True
BPTF	detail/nucleoplasm/BPTF/BPTF-evaluation.md	False	True
BRCA2	detail/nucleoplasm/BRCA2/BRCA2-evaluation.md	False	True
BRDT	detail/nucleoplasm/BRDT/BRDT-evaluation.md	True	False
BTBD10	detail/nucleoplasm/BTBD10/BTBD10-evaluation.md	False	True
C22orf23	detail/nucleoplasm/C22orf23/C22orf23-evaluation.md	False	True
C2CD4B	detail/nucleoplasm/C2CD4B/C2CD4B-evaluation.md	True	False
CARNMT1	detail/nucleoplasm/CARNMT1/CARNMT1-evaluation.md	True	False
CCDC69	detail/nucleoplasm/CCDC69/CCDC69-evaluation.md	True	False
CCHCR1	detail/nucleoplasm/CCHCR1/CCHCR1-evaluation.md	True	False
CDX1	detail/nucleoplasm/CDX1/CDX1-evaluation.md	True	False
CDY1B	detail/nucleoplasm/CDY1B/CDY1B-evaluation.md	True	True
CDY2B	detail/nucleoplasm/CDY2B/CDY2B-evaluation.md	True	True
CDYL2	detail/nucleoplasm/CDYL2/CDYL2-evaluation.md	True	False
CELF5	detail/nucleoplasm/CELF5/CELF5-evaluation.md	True	False
CENPBD1	detail/nucleoplasm/CENPBD1/CENPBD1-evaluation.md	True	False
CENPE	detail/nucleoplasm/CENPE/CENPE-evaluation.md	False	True
CENPF	detail/nucleoplasm/CENPF/CENPF-evaluation.md	False	True
CENPM	detail/nucleoplasm/CENPM/CENPM-evaluation.md	True	False
CENPS	detail/nucleoplasm/CENPS/CENPS-evaluation.md	True	False
CEP19	detail/nucleoplasm/CEP19/CEP19-evaluation.md	False	True
CEP63	detail/nucleoplasm/CEP63/CEP63-evaluation.md	False	True
CEP68	detail/nucleoplasm/CEP68/CEP68-evaluation.md	False	True
CEPT1	detail/nucleoplasm/CEPT1/CEPT1-evaluation.md	True	False
CERS2	detail/nucleoplasm/CERS2/CERS2-evaluation.md	True	False
CERS4	detail/nucleoplasm/CERS4/CERS4-evaluation.md	True	False
CHCT1	detail/nucleoplasm/CHCT1/CHCT1-evaluation.md	False	True
CHMP4B	detail/nucleoplasm/CHMP4B/CHMP4B-evaluation.md	True	False
CIDEA	detail/nucleoplasm/CIDEA/CIDEA-evaluation.md	True	False
CIDEC	detail/nucleoplasm/CIDEC/CIDEC-evaluation.md	True	False
CIMAP3	detail/nucleoplasm/CIMAP3/CIMAP3-evaluation.md	True	False
CIMIP2C	detail/nucleoplasm/CIMIP2C/CIMIP2C-evaluation.md	True	False
CINP	detail/nucleoplasm/CINP/CINP-evaluation.md	True	False
CITED4	detail/nucleoplasm/CITED4/CITED4-evaluation.md	False	True
CLASP1	detail/nucleoplasm/CLASP1/CLASP1-evaluation.md	True	False
CLIP3	detail/nucleoplasm/CLIP3/CLIP3-evaluation.md	True	False
CLK4	detail/nucleoplasm/CLK4/CLK4-evaluation.md	False	True
CMIP	detail/nucleoplasm/CMIP/CMIP-evaluation.md	False	True
CNPPD1	detail/nucleoplasm/CNPPD1/CNPPD1-evaluation.md	True	False
COG3	detail/nucleoplasm/COG3/COG3-evaluation.md	True	False
COMMD3	detail/nucleoplasm/COMMD3/COMMD3-evaluation.md	True	False
COMMD6	detail/nucleoplasm/COMMD6/COMMD6-evaluation.md	True	False
CPHXL	detail/nucleoplasm/CPHXL/CPHXL-evaluation.md	True	False
CPHXL2	detail/nucleoplasm/CPHXL2/CPHXL2-evaluation.md	True	False
CPNE7	detail/nucleoplasm/CPNE7/CPNE7-evaluation.md	True	False
CPSF3	detail/nucleoplasm/CPSF3/CPSF3-evaluation.md	True	False
CRBN	detail/nucleoplasm/CRBN/CRBN-evaluation.md	True	False
CREB3L3	detail/nucleoplasm/CREB3L3/CREB3L3-evaluation.md	True	False
CSNK2A2	detail/nucleoplasm/CSNK2A2/CSNK2A2-evaluation.md	True	False
CSNK2A3	detail/nucleoplasm/CSNK2A3/CSNK2A3-evaluation.md	False	True
CSRP1	detail/nucleoplasm/CSRP1/CSRP1-evaluation.md	True	False
CSRP2	detail/nucleoplasm/CSRP2/CSRP2-evaluation.md	True	False
CTXN1	detail/nucleoplasm/CTXN1/CTXN1-evaluation.md	False	True
Chtf8	detail/nucleoplasm/Chtf8/Chtf8-evaluation.md	True	False
DAZ1	detail/nucleoplasm/DAZ1/DAZ1-evaluation.md	True	False
DAZ3	detail/nucleoplasm/DAZ3/DAZ3-evaluation.md	True	False
DAZ4	detail/nucleoplasm/DAZ4/DAZ4-evaluation.md	True	True
DAZL	detail/nucleoplasm/DAZL/DAZL-evaluation.md	True	False
DBP	detail/nucleoplasm/DBP/DBP-evaluation.md	True	False
DDRGK1	detail/nucleoplasm/DDRGK1/DDRGK1-evaluation.md	False	True
DGCR6	detail/nucleoplasm/DGCR6/DGCR6-evaluation.md	True	False
DGCR6L	detail/nucleoplasm/DGCR6L/DGCR6L-evaluation.md	True	False
DGUOK	detail/nucleoplasm/DGUOK/DGUOK-evaluation.md	True	False
DIAPH3	detail/nucleoplasm/DIAPH3/DIAPH3-evaluation.md	True	False
DIO2	detail/nucleoplasm/DIO2/DIO2-evaluation.md	False	True
DMRT1	detail/nucleoplasm/DMRT1/DMRT1-evaluation.md	True	False
DMTN	detail/nucleoplasm/DMTN/DMTN-evaluation.md	True	False
DOCK1	detail/nucleoplasm/DOCK1/DOCK1-evaluation.md	False	True
DPM1	detail/nucleoplasm/DPM1/DPM1-evaluation.md	True	False
DPPA3	detail/nucleoplasm/DPPA3/DPPA3-evaluation.md	True	False
DSP	detail/nucleoplasm/DSP/DSP-evaluation.md	False	True
DST	detail/nucleoplasm/DST/DST-evaluation.md	False	True
DUSP5	detail/nucleoplasm/DUSP5/DUSP5-evaluation.md	True	False
DUSP7	detail/nucleoplasm/DUSP7/DUSP7-evaluation.md	True	False
DUX1	detail/nucleoplasm/DUX1/DUX1-evaluation.md	True	False
DUX3	detail/nucleoplasm/DUX3/DUX3-evaluation.md	True	False
DUX5	detail/nucleoplasm/DUX5/DUX5-evaluation.md	True	False
DUXA	detail/nucleoplasm/DUXA/DUXA-evaluation.md	True	False
DUXB	detail/nucleoplasm/DUXB/DUXB-evaluation.md	True	False
EID2B	detail/nucleoplasm/EID2B/EID2B-evaluation.md	True	False
ELOB	detail/nucleoplasm/ELOB/ELOB-evaluation.md	True	False
EML3	detail/nucleoplasm/EML3/EML3-evaluation.md	True	False
EPM2AIP1	detail/nucleoplasm/EPM2AIP1/EPM2AIP1-evaluation.md	True	False
ERICH6	detail/nucleoplasm/ERICH6/ERICH6-evaluation.md	True	False
ERP29	detail/nucleoplasm/ERP29/ERP29-evaluation.md	True	False
ESCO1	detail/nucleoplasm/ESCO1/ESCO1-evaluation.md	True	False
ETV2	detail/nucleoplasm/ETV2/ETV2-evaluation.md	True	False
EVX2	detail/nucleoplasm/EVX2/EVX2-evaluation.md	True	False
EXOC1	detail/nucleoplasm/EXOC1/EXOC1-evaluation.md	True	False
FAM110C	detail/nucleoplasm/FAM110C/FAM110C-evaluation.md	True	True
FAM168B	detail/nucleoplasm/FAM168B/FAM168B-evaluation.md	True	False
FAM170A	detail/nucleoplasm/FAM170A/FAM170A-evaluation.md	True	False
FAM209B	detail/nucleoplasm/FAM209B/FAM209B-evaluation.md	True	False
FANCB	detail/nucleoplasm/FANCB/FANCB-evaluation.md	True	False
FBXL21P	detail/nucleoplasm/FBXL21P/FBXL21P-evaluation.md	True	False
FBXL5	detail/nucleoplasm/FBXL5/FBXL5-evaluation.md	True	False
FBXO22	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	True	False
FBXO24	detail/nucleoplasm/FBXO24/FBXO24-evaluation.md	True	False
FBXO25	detail/nucleoplasm/FBXO25/FBXO25-evaluation.md	True	False
FBXW7	detail/nucleoplasm/FBXW7/FBXW7-evaluation.md	False	True
FHL5	detail/nucleoplasm/FHL5/FHL5-evaluation.md	True	False
FIGN	detail/nucleoplasm/FIGN/FIGN-evaluation.md	True	False
FIGNL1	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	True	False
FKBP3	detail/nucleoplasm/FKBP3/FKBP3-evaluation.md	True	False
FKTN	detail/nucleoplasm/FKTN/FKTN-evaluation.md	True	False
FN3KRP	detail/nucleoplasm/FN3KRP/FN3KRP-evaluation.md	False	True
FOXD1	detail/nucleoplasm/FOXD1/FOXD1-evaluation.md	True	False
FOXD3	detail/nucleoplasm/FOXD3/FOXD3-evaluation.md	True	False
FOXG1	detail/nucleoplasm/FOXG1/FOXG1-evaluation.md	True	False
FOXL1	detail/nucleoplasm/FOXL1/FOXL1-evaluation.md	True	False
FOXL3	detail/nucleoplasm/FOXL3/FOXL3-evaluation.md	True	False
FOXN1	detail/nucleoplasm/FOXN1/FOXN1-evaluation.md	True	False
FOXO3B	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	True	False
FRA10AC1	detail/nucleoplasm/FRA10AC1/FRA10AC1-evaluation.md	True	False
FRG2B	detail/nucleoplasm/FRG2B/FRG2B-evaluation.md	True	False
FRG2C	detail/nucleoplasm/FRG2C/FRG2C-evaluation.md	True	False
FSBP	detail/nucleoplasm/FSBP/FSBP-evaluation.md	False	True
GAL3ST1	detail/nucleoplasm/GAL3ST1/GAL3ST1-evaluation.md	False	True
GALNT14	detail/nucleoplasm/GALNT14/GALNT14-evaluation.md	True	False
GARIN3	detail/nucleoplasm/GARIN3/GARIN3-evaluation.md	True	False
GATA2	detail/nucleoplasm/GATA2/GATA2-evaluation.md	False	True
GATA3	detail/nucleoplasm/GATA3/GATA3-evaluation.md	True	False
GBP3	detail/nucleoplasm/GBP3/GBP3-evaluation.md	True	False
GCNT4	detail/nucleoplasm/GCNT4/GCNT4-evaluation.md	True	False
GLMP	detail/nucleoplasm/GLMP/GLMP-evaluation.md	True	False
GLRX3	detail/nucleoplasm/GLRX3/GLRX3-evaluation.md	True	False
GMCL1	detail/nucleoplasm/GMCL1/GMCL1-evaluation.md	True	False
GMCL2	detail/nucleoplasm/GMCL2/GMCL2-evaluation.md	True	False
GMNC	detail/nucleoplasm/GMNC/GMNC-evaluation.md	True	False
GNPDA2	detail/nucleoplasm/GNPDA2/GNPDA2-evaluation.md	True	False
GPR158	detail/nucleoplasm/GPR158/GPR158-evaluation.md	True	False
GPR88	detail/nucleoplasm/GPR88/GPR88-evaluation.md	True	False
GTSF1L	detail/nucleoplasm/GTSF1L/GTSF1L-evaluation.md	False	True
Gvin1	detail/nucleoplasm/Gvin1/Gvin1-evaluation.md	True	False
HAND2	detail/nucleoplasm/HAND2/HAND2-evaluation.md	False	True
HAPSTR2	detail/nucleoplasm/HAPSTR2/HAPSTR2-evaluation.md	True	False
HELT	detail/nucleoplasm/HELT/HELT-evaluation.md	True	False
HERC2	detail/nucleoplasm/HERC2/HERC2-evaluation.md	False	True
HIF1A	detail/nucleoplasm/HIF1A/HIF1A-evaluation.md	False	True
HMX1	detail/nucleoplasm/HMX1/HMX1-evaluation.md	True	False
HMX2	detail/nucleoplasm/HMX2/HMX2-evaluation.md	True	False
HNF4A	detail/nucleoplasm/HNF4A/HNF4A-evaluation.md	False	True
HUWE1	detail/nucleoplasm/HUWE1/HUWE1-evaluation.md	False	True
HYDIN	detail/nucleoplasm/HYDIN/HYDIN-evaluation.md	False	True
IFFO1	detail/nucleoplasm/IFFO1/IFFO1-evaluation.md	True	False
INF2	detail/nucleoplasm/INF2/INF2-evaluation.md	True	False
INPP5K	detail/nucleoplasm/INPP5K/INPP5K-evaluation.md	True	False
Ifi203	detail/nucleoplasm/Ifi203/Ifi203-evaluation.md	False	True
JMJD7	detail/nucleoplasm/JMJD7/JMJD7-evaluation.md	True	False
KALRN	detail/nucleoplasm/KALRN/KALRN-evaluation.md	True	True
KBTBD6	detail/nucleoplasm/KBTBD6/KBTBD6-evaluation.md	True	False
KBTBD7	detail/nucleoplasm/KBTBD7/KBTBD7-evaluation.md	True	False
KCTD19	detail/nucleoplasm/KCTD19/KCTD19-evaluation.md	True	False
KCTD5	detail/nucleoplasm/KCTD5/KCTD5-evaluation.md	True	False
KEAP1	detail/nucleoplasm/KEAP1/KEAP1-evaluation.md	False	True
KIAA0040	detail/nucleoplasm/KIAA0040/KIAA0040-evaluation.md	False	True
KPNA7	detail/nucleoplasm/KPNA7/KPNA7-evaluation.md	True	False
LACC1	detail/nucleoplasm/LACC1/LACC1-evaluation.md	True	False
LGALS2	detail/nucleoplasm/LGALS2/LGALS2-evaluation.md	True	False
LHX3	detail/nucleoplasm/LHX3/LHX3-evaluation.md	True	False
LMO1	detail/nucleoplasm/LMO1/LMO1-evaluation.md	True	False
LORICRIN	detail/nucleoplasm/LORICRIN/LORICRIN-evaluation.md	True	False
LRRC10	detail/nucleoplasm/LRRC10/LRRC10-evaluation.md	True	False
LTA4H	detail/nucleoplasm/LTA4H/LTA4H-evaluation.md	False	True
LUZP4	detail/nucleoplasm/LUZP4/LUZP4-evaluation.md	True	False
LYSMD1	detail/nucleoplasm/LYSMD1/LYSMD1-evaluation.md	False	True
LYST	detail/nucleoplasm/LYST/LYST-evaluation.md	False	True
MAB21L4	detail/nucleoplasm/MAB21L4/MAB21L4-evaluation.md	False	True
MAEA	detail/nucleoplasm/MAEA/MAEA-evaluation.md	False	True
MAEL	detail/nucleoplasm/MAEL/MAEL-evaluation.md	True	False
MAFA	detail/nucleoplasm/MAFA/MAFA-evaluation.md	True	False
MAFG	detail/nucleoplasm/MAFG/MAFG-evaluation.md	True	False
MAGEA1	detail/nucleoplasm/MAGEA1/MAGEA1-evaluation.md	True	False
MAGEA2B	detail/nucleoplasm/MAGEA2B/MAGEA2B-evaluation.md	True	False
MBLAC1	detail/nucleoplasm/MBLAC1/MBLAC1-evaluation.md	True	False
MBP	detail/nucleoplasm/MBP/MBP-evaluation.md	True	False
