batch_id	gene	current_path	status	current_lines	current_chars	risk	issues	missing_modules	priority	reason
16	ETV3L	rejected/ETV3L/ETV3L-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
16	FAM169A	rejected/FAM169A/FAM169A-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
16	FAM193B	rejected/FAM193B/FAM193B-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
16	FAM209A	rejected/FAM209A/FAM209A-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
17	FAM209B	rejected/FAM209B/FAM209B-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
17	FAM220A	rejected/FAM220A/FAM220A-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
17	FAM47E	rejected/FAM47E/FAM47E-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
17	FAM53B	rejected/FAM53B/FAM53B-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
17	FAM76B	rejected/FAM76B/FAM76B-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
18	FAM9A	rejected/FAM9A/FAM9A-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
18	FAM9B	rejected/FAM9B/FAM9B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
18	FAM9C	rejected/FAM9C/FAM9C-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
18	FANK1	rejected/FANK1/FANK1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
18	FBH1	rejected/FBH1/FBH1-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
19	FBLL1	rejected/FBLL1/FBLL1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
19	FBXL17	rejected/FBXL17/FBXL17-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
19	FIRRM	rejected/FIRRM/FIRRM-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
19	FLII	rejected/FLII/FLII-evaluation.md	rejected	28	606	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,AlphaFold,PDB,PPI,Literature
19	FOXD4L3	rejected/FOXD4L3/FOXD4L3-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
20	FRG2B	rejected/FRG2B/FRG2B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
20	FRG2C	rejected/FRG2C/FRG2C-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
20	FSBP	rejected/FSBP/FSBP-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
20	Fam209	rejected/Fam209/Fam209-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
20	Fbxw15	rejected/Fbxw15/Fbxw15-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
21	GARIN3	rejected/GARIN3/GARIN3-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
21	GCFC2	rejected/GCFC2/GCFC2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
21	GCHFR	rejected/GCHFR/GCHFR-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
21	GHDC	rejected/GHDC/GHDC-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
21	GMCL2	rejected/GMCL2/GMCL2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
22	GPN3	rejected/GPN3/GPN3-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
22	Gm52993	rejected/Gm52993/Gm52993-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
22	H4C7	rejected/H4C7/H4C7-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
22	HARBI1	rejected/HARBI1/HARBI1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
22	HINT3	rejected/HINT3/HINT3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
23	HMGB4	rejected/HMGB4/HMGB4-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
23	HROB	rejected/HROB/HROB-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
23	IFFO1	rejected/IFFO1/IFFO1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
23	INPP4A	rejected/INPP4A/INPP4A-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
23	ISOC2	rejected/ISOC2/ISOC2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
24	Ifi211	rejected/Ifi211/Ifi211-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
24	Ifi214	rejected/Ifi214/Ifi214-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
24	Isoc2a	rejected/Isoc2a/Isoc2a-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
24	Isoc2b	rejected/Isoc2b/Isoc2b-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
24	JMJD7	rejected/JMJD7/JMJD7-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
25	JPT2	rejected/JPT2/JPT2-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
25	KATNBL1	rejected/KATNBL1/KATNBL1-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
25	KAZN	rejected/KAZN/KAZN-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
25	KBTBD6	rejected/KBTBD6/KBTBD6-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
25	KBTBD7	rejected/KBTBD7/KBTBD7-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
26	KLHDC10	rejected/KLHDC10/KLHDC10-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
26	KLHDC2	rejected/KLHDC2/KLHDC2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
26	KLHL15	rejected/KLHL15/KLHL15-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
26	KLHL20	rejected/KLHL20/KLHL20-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
26	KLHL22	rejected/KLHL22/KLHL22-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
27	KNOP1	rejected/KNOP1/KNOP1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
27	KPNA3	rejected/KPNA3/KPNA3-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
27	KRCC1	rejected/KRCC1/KRCC1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
27	KRI1	rejected/KRI1/KRI1-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
27	LANCL2	rejected/LANCL2/LANCL2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
28	LYRM1	rejected/LYRM1/LYRM1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
28	LYRM4	rejected/LYRM4/LYRM4-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
28	MACO1	rejected/MACO1/MACO1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
28	MBIP	rejected/MBIP/MBIP-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
28	MBLAC1	rejected/MBLAC1/MBLAC1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
29	MCRIP2	rejected/MCRIP2/MCRIP2-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
29	MEIOB	rejected/MEIOB/MEIOB-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
29	METTL23	rejected/METTL23/METTL23-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
29	MID1IP1	rejected/MID1IP1/MID1IP1-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
29	MINDY3	rejected/MINDY3/MINDY3-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
30	MRNIP	rejected/MRNIP/MRNIP-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
30	MSL3B	rejected/MSL3B/MSL3B-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
30	MVB12A	rejected/MVB12A/MVB12A-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
30	MYORG	rejected/MYORG/MYORG-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
30	Mfap1b	rejected/Mfap1b/Mfap1b-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
31	NACAD	rejected/NACAD/NACAD-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
31	NDOR1	rejected/NDOR1/NDOR1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
31	NEMP2	rejected/NEMP2/NEMP2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
31	NFILZ	rejected/NFILZ/NFILZ-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
31	NICN1	rejected/NICN1/NICN1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
32	NMRAL1	rejected/NMRAL1/NMRAL1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
32	NTAQ1	rejected/NTAQ1/NTAQ1-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
32	NTMT2	rejected/NTMT2/NTMT2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
32	NUBP2	rejected/NUBP2/NUBP2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
32	NUDCD1	rejected/NUDCD1/NUDCD1-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
33	NUGGC	rejected/NUGGC/NUGGC-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
33	NUPR2	rejected/NUPR2/NUPR2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
33	OOEP	rejected/OOEP/OOEP-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
33	OSBPL8	rejected/OSBPL8/OSBPL8-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
33	Oog1	rejected/Oog1/Oog1-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
34	PAPOLB	rejected/PAPOLB/PAPOLB-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
34	PCNP	rejected/PCNP/PCNP-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
34	PITPNA	rejected/PITPNA/PITPNA-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
34	PLEKHA2	rejected/PLEKHA2/PLEKHA2-evaluation.md	rejected	44	792	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
34	PLSCR4	rejected/PLSCR4/PLSCR4-evaluation.md	rejected	44	789	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
35	PNCK	rejected/PNCK/PNCK-evaluation.md	rejected	44	783	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
35	PPM1E	rejected/PPM1E/PPM1E-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
35	PRAC2	rejected/PRAC2/PRAC2-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
35	PRR13	rejected/PRR13/PRR13-evaluation.md	rejected	44	786	CRITICAL			rejected-no-evidence	HIGH risk, PubMed,PDB,PPI,Literature
