gene	current_path	in_queue	was_processed	has_harvest_packet	packet_path	missing_sources	report_status	report_lines	was_rejected_due_to_missing_harvest	needs_reharvest	needs_manual_review	reason
ANKRD34B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKRD36	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKRD36B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKRD37	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKRD54	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKS1A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKS1B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKS3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKS4B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANKS6	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANXA11	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANXA13	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANXA5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ANXA9	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
AOPEP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
AP3B1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
AP5B1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
APBA1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
APBB3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
APIP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
APLF	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARFGAP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARFIP2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARID4A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARIH1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARIH2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARK2N	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARL14EP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARL2BP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARL6	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARMC8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARMCX4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ARMCX5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASAP3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASB7	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASCL3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASCL5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASRGL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ASZ1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ATG10	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ATG2A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ATOX1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ATXN3L	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
ATXN7L3B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
AUNIP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
AUP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
B4GALNT4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
B9D1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BABAM1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BABAM2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BACC1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BAG5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BBS9	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BCAS3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BCDIN3D	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BCL7C	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BCLAF1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BCLAF3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BEAN1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BEGAIN	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BEND4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BEND5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BET1L	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BEX4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BICD2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BICRA	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BICRAL	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BIRC7	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BLCAP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BLMH	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BLTP3B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BLVRB	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BMP2K	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BMS1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BNIP2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BOD1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BOD1L1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BOLA2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BPNT1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BPNT2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRCC3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRI3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRIX1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRK1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRME1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BROX	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BRPF3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BSPRY	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BTBD1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BTBD18	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BTBD3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BTF3L4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
BTNL9	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C10orf71	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C10orf90	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C11orf58	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C11orf68	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C14orf39	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C19orf47	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C19orf84	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf146	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf174	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf21	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf226	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf35	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C1orf52	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C2CD4A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C2CD4B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C6orf52	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C6orf89	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C7orf25	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C8orf34	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C8orf48	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C8orf58	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
C8orf76	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CABCOCO1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CACNA1D	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CACUL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CADPS2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CAMK2N2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CAMKK1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CAMLG	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CAND2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CAPS2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CARD8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CARF	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CASD1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CASKIN1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CBLC	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CBR3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CC2D1B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC110	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC112	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC117	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC12	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC122	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC141	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC148	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC159	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC169	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC39	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC59	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC61	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC74A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC77	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC83	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC85B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC88B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC91	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC97	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCDC9B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCER1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCHCR1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CCT8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CD1E	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CDADC1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CDPF1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CDV3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CENPN	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CENPO	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CENPQ	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CENPS	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CENPW	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEP112	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEP20	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEP350	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEP57	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEP70	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CEPT1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CERKL	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CERS3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CERS4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CERT1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CES3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CETN1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CETN3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CGNL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHCHD1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHFR	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHMP1B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHMP2A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHMP4B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHN2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHPF2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHRAC1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHST1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHST2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHST7	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CHTF18	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIAO1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIAO2A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIAO2B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIAPIN1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIB1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIMAP1D	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CINP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CIRSR	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CKAP5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CLINT1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CLMN	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMAS	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMIP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMPK1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMSS1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMTM3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMTM8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CMYA5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CNDP2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CNEP1R1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CNTD1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CNTNAP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CNTNAP5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COG3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COG6	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COMMD4	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COMMD5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COPG1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COPRS	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COQ7	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
COTL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CPED1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CPNE1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CPNE2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CPNE3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRACD	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRADD	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRCP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CREBZF	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRIP3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRYBG1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRYL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CRYZL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CTDSP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CTNNBIP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CTPS1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CTPS2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CUEDC2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CWF19L1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CWF19L2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CYB5D1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CYB5R2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CYRIA	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CYTIP	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
CYYR1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
Chtf8	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
Crxos	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DAAM2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DACT1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DACT3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DAPL1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DAZ3	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DAZAP2	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DBF4B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCLRE1A	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCLRE1B	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCTN5	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCTN6	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCTPP1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
DCUN1D1	NONE	True	False	False	NONE	ALL	NO_REPORT	0	True	True	True	No report exists
