batch_id	priority	gene	current_path	current_status	current_lines	source_flags	needs_reharvest	needs_reevaluate	needs_manual_review	missing_sources	risk_level	reason
4	P0	MORN2	detail/rejected/MORN2/MORN2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_4
4	P0	MOSPD1	detail/rejected/MOSPD1/MOSPD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_4
4	P0	MPHOSPH6	detail/rejected/MPHOSPH6/MPHOSPH6-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_4
4	P0	MPHOSPH9	detail/rejected/MPHOSPH9/MPHOSPH9-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_4
4	P0	MPND	detail/rejected/MPND/MPND-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_4
5	P0	MPPE1	detail/rejected/MPPE1/MPPE1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_5
5	P0	MRFAP1	detail/rejected/MRFAP1/MRFAP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_5
5	P0	MRGBP	detail/rejected/MRGBP/MRGBP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_5
5	P0	MRI1	detail/rejected/MRI1/MRI1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_5
5	P0	MRPL44	detail/rejected/MRPL44/MRPL44-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_5
6	P0	MS4A12	detail/rejected/MS4A12/MS4A12-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_6
6	P0	MSANTD1	detail/rejected/MSANTD1/MSANTD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_6
6	P0	MSANTD3	detail/rejected/MSANTD3/MSANTD3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_6
6	P0	MSANTD4	detail/rejected/MSANTD4/MSANTD4-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_6
6	P0	MSRB1	detail/rejected/MSRB1/MSRB1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_6
7	P0	MTHFSD	detail/rejected/MTHFSD/MTHFSD-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_7
7	P0	MTMR10	detail/rejected/MTMR10/MTMR10-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_7
7	P0	MTMR7	detail/rejected/MTMR7/MTMR7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_7
7	P0	MTMR8	detail/rejected/MTMR8/MTMR8-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_7
7	P0	MTPN	detail/rejected/MTPN/MTPN-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_7
8	P0	MTUS1	detail/rejected/MTUS1/MTUS1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_8
8	P0	MYBPH	detail/rejected/MYBPH/MYBPH-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_8
8	P0	MYCBP2	detail/rejected/MYCBP2/MYCBP2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_8
8	P0	MYG1	detail/rejected/MYG1/MYG1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_8
8	P0	MYOZ1	detail/rejected/MYOZ1/MYOZ1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_8
9	P0	MYOZ2	detail/rejected/MYOZ2/MYOZ2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_9
9	P0	MYPN	detail/rejected/MYPN/MYPN-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_9
9	P0	MYRFL	detail/rejected/MYRFL/MYRFL-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_9
9	P0	MYRIP	detail/rejected/MYRIP/MYRIP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_9
9	P0	Mfap1a	detail/rejected/Mfap1a/Mfap1a-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_9
10	P0	Mndal	detail/rejected/Mndal/Mndal-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_10
10	P0	Mplkip	detail/rejected/Mplkip/Mplkip-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_10
10	P0	Mycs	detail/rejected/Mycs/Mycs-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_10
10	P0	N4BP2	detail/rejected/N4BP2/N4BP2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_10
10	P0	N4BP2L2	detail/rejected/N4BP2L2/N4BP2L2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_10
11	P0	N4BP3	detail/rejected/N4BP3/N4BP3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_11
11	P0	NAA30	detail/rejected/NAA30/NAA30-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_11
11	P0	NAA40	detail/rejected/NAA40/NAA40-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_11
11	P0	NABP1	detail/rejected/NABP1/NABP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_11
11	P0	NABP2	detail/rejected/NABP2/NABP2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_11
12	P0	NACA2	detail/rejected/NACA2/NACA2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_12
12	P0	NADK	detail/rejected/NADK/NADK-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_12
12	P0	NAIF1	detail/rejected/NAIF1/NAIF1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_12
12	P0	NANP	detail/rejected/NANP/NANP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_12
12	P0	NAP1L3	detail/rejected/NAP1L3/NAP1L3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_12
13	P0	NAPEPLD	detail/rejected/NAPEPLD/NAPEPLD-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_13
13	P0	NARF	detail/rejected/NARF/NARF-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_13
13	P0	NAT16	detail/rejected/NAT16/NAT16-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_13
13	P0	NAV2	detail/rejected/NAV2/NAV2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_13
13	P0	NAV3	detail/rejected/NAV3/NAV3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_13
14	P0	NBEAL1	detail/rejected/NBEAL1/NBEAL1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_14
14	P0	NBPF3	detail/rejected/NBPF3/NBPF3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_14
14	P0	NCBP3	detail/rejected/NCBP3/NCBP3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_14
14	P0	NCK1	detail/rejected/NCK1/NCK1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_14
14	P0	NCKAP5	detail/rejected/NCKAP5/NCKAP5-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_14
15	P0	NCKIPSD	detail/rejected/NCKIPSD/NCKIPSD-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_15
15	P0	NCLN	detail/rejected/NCLN/NCLN-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_15
15	P0	NDEL1	detail/rejected/NDEL1/NDEL1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_15
15	P0	NEDD1	detail/rejected/NEDD1/NEDD1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_15
15	P0	NEK1	detail/rejected/NEK1/NEK1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_15
16	P0	NEK10	detail/rejected/NEK10/NEK10-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_16
16	P0	NEK11	detail/rejected/NEK11/NEK11-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_16
16	P0	NEK5	detail/rejected/NEK5/NEK5-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_16
16	P0	NEK9	detail/rejected/NEK9/NEK9-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_16
16	P0	NEMF	detail/rejected/NEMF/NEMF-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_16
17	P0	NEXMIF	detail/rejected/NEXMIF/NEXMIF-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_17
17	P0	NFATC2IP	detail/rejected/NFATC2IP/NFATC2IP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_17
17	P0	NFKBIL1	detail/rejected/NFKBIL1/NFKBIL1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_17
17	P0	NFU1	detail/rejected/NFU1/NFU1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_17
17	P0	NGDN	detail/rejected/NGDN/NGDN-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_17
18	P0	NHEJ1	detail/rejected/NHEJ1/NHEJ1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_18
18	P0	NHLRC1	detail/rejected/NHLRC1/NHLRC1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_18
18	P0	NHLRC2	detail/rejected/NHLRC2/NHLRC2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_18
18	P0	NHSL1	detail/rejected/NHSL1/NHSL1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_18
18	P0	NHSL3	detail/rejected/NHSL3/NHSL3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_18
19	P0	NIF3L1	detail/rejected/NIF3L1/NIF3L1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_19
19	P0	NIPAL3	detail/rejected/NIPAL3/NIPAL3-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_19
19	P0	NKIRAS2	detail/rejected/NKIRAS2/NKIRAS2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_19
19	P0	NLE1	detail/rejected/NLE1/NLE1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_19
19	P0	NME7	detail/rejected/NME7/NME7-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_19
20	P0	NME8	detail/rejected/NME8/NME8-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_20
20	P0	NMRK1	detail/rejected/NMRK1/NMRK1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_20
20	P0	NMRK2	detail/rejected/NMRK2/NMRK2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_20
20	P0	NOC3L	detail/rejected/NOC3L/NOC3L-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_20
20	P0	NOM1	detail/rejected/NOM1/NOM1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_20
21	P0	NOPCHAP1	detail/rejected/NOPCHAP1/NOPCHAP1-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_21
21	P0	NOS1AP	detail/rejected/NOS1AP/NOS1AP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_21
21	P0	NPEPPS	detail/rejected/NPEPPS/NPEPPS-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_21
21	P0	NPTXR	detail/rejected/NPTXR/NPTXR-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_21
21	P0	NQO2	detail/rejected/NQO2/NQO2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_21
22	P0	NRARP	detail/rejected/NRARP/NRARP-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_22
22	P0	NRBF2	detail/rejected/NRBF2/NRBF2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_22
22	P0	NRIP2	detail/rejected/NRIP2/NRIP2-evaluation.md	rejected	11	HARVEST_GAP|FALSE_REJECTION	True	True	True	HPA,PubMed,AlphaFold,PDB,PPI	HIGH_FALSE_REJECTION_RISK	RECOVERY_BATCH_22
