batch_id	priority	gene	current_path	status	score	lines	nuclear_score	hpa_nuclear	uniprot_nuclear	go_nuclear	chromatin_or_rna_or_dna_related	pubmed_relevant	ppi_relevant	structure_relevant	missing_sources	harvest_completed	rejection_reason	risk_level	recommended_action	reason	lock_path	stage_path	final_path	state
5	P2	LTA4H	detail/rejected/LTA4H/LTA4H-evaluation.md	rejected	?	183	?	False	False	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/LTA4H.lock	audit_work/critical_reopen_workers/worker_W1/batch_5/staged_reports/LTA4H-evaluation.md	detail/LTA4H/LTA4H-evaluation.md	PENDING
5	P2	LTC4S	detail/rejected/LTC4S/LTC4S-evaluation.md	rejected	?	182	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/LTC4S.lock	audit_work/critical_reopen_workers/worker_W1/batch_5/staged_reports/LTC4S-evaluation.md	detail/LTC4S/LTC4S-evaluation.md	PENDING
6	P2	MKLN1	detail/rejected/MKLN1/MKLN1-evaluation.md	rejected	?	209	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/MKLN1.lock	audit_work/critical_reopen_workers/worker_W2/batch_6/staged_reports/MKLN1-evaluation.md	detail/MKLN1/MKLN1-evaluation.md	PENDING
6	P2	MLXIPL	detail/rejected/MLXIPL/MLXIPL-evaluation.md	rejected	?	205	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/MLXIPL.lock	audit_work/critical_reopen_workers/worker_W2/batch_6/staged_reports/MLXIPL-evaluation.md	detail/MLXIPL/MLXIPL-evaluation.md	PENDING
6	P2	NAPEPLD	detail/rejected/NAPEPLD/NAPEPLD-evaluation.md	rejected	?	177	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/NAPEPLD.lock	audit_work/critical_reopen_workers/worker_W2/batch_6/staged_reports/NAPEPLD-evaluation.md	detail/NAPEPLD/NAPEPLD-evaluation.md	PENDING
6	P2	NCK1	detail/rejected/NCK1/NCK1-evaluation.md	rejected	?	184	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/NCK1.lock	audit_work/critical_reopen_workers/worker_W2/batch_6/staged_reports/NCK1-evaluation.md	detail/NCK1/NCK1-evaluation.md	PENDING
6	P2	NEK1	detail/rejected/NEK1/NEK1-evaluation.md	rejected	?	184	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/NEK1.lock	audit_work/critical_reopen_workers/worker_W2/batch_6/staged_reports/NEK1-evaluation.md	detail/NEK1/NEK1-evaluation.md	PENDING
7	P2	NQO2	detail/rejected/NQO2/NQO2-evaluation.md	rejected	?	183	?	False	False	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/NQO2.lock	audit_work/critical_reopen_workers/worker_W3/batch_7/staged_reports/NQO2-evaluation.md	detail/NQO2/NQO2-evaluation.md	PENDING
7	P2	PKP1	detail/rejected/PKP1/PKP1-evaluation.md	rejected	?	184	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/PKP1.lock	audit_work/critical_reopen_workers/worker_W3/batch_7/staged_reports/PKP1-evaluation.md	detail/PKP1/PKP1-evaluation.md	PENDING
7	P2	Pak6	detail/rejected/Pak6/Pak6-evaluation.md	rejected	?	182	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/Pak6.lock	audit_work/critical_reopen_workers/worker_W3/batch_7/staged_reports/Pak6-evaluation.md	detail/Pak6/Pak6-evaluation.md	PENDING
7	P2	RALGDS	detail/rejected/RALGDS/RALGDS-evaluation.md	rejected	?	180	?	False	True	False	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RALGDS.lock	audit_work/critical_reopen_workers/worker_W3/batch_7/staged_reports/RALGDS-evaluation.md	detail/RALGDS/RALGDS-evaluation.md	PENDING
7	P2	RIOX1	detail/rejected/RIOX1/RIOX1-evaluation.md	rejected	?	169	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RIOX1.lock	audit_work/critical_reopen_workers/worker_W3/batch_7/staged_reports/RIOX1-evaluation.md	detail/RIOX1/RIOX1-evaluation.md	PENDING
8	P2	RMND5A	detail/rejected/RMND5A/RMND5A-evaluation.md	rejected	?	171	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RMND5A.lock	audit_work/critical_reopen_workers/worker_W4/batch_8/staged_reports/RMND5A-evaluation.md	detail/RMND5A/RMND5A-evaluation.md	PENDING
8	P2	RMP64	detail/rejected/RMP64/RMP64-evaluation.md	rejected	?	154	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RMP64.lock	audit_work/critical_reopen_workers/worker_W4/batch_8/staged_reports/RMP64-evaluation.md	detail/RMP64/RMP64-evaluation.md	PENDING
8	P2	ROGDI	detail/rejected/ROGDI/ROGDI-evaluation.md	rejected	?	168	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ROGDI.lock	audit_work/critical_reopen_workers/worker_W4/batch_8/staged_reports/ROGDI-evaluation.md	detail/ROGDI/ROGDI-evaluation.md	PENDING
8	P2	ROPN1L	detail/rejected/ROPN1L/ROPN1L-evaluation.md	rejected	?	151	?	False	False	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ROPN1L.lock	audit_work/critical_reopen_workers/worker_W4/batch_8/staged_reports/ROPN1L-evaluation.md	detail/ROPN1L/ROPN1L-evaluation.md	PENDING
8	P2	RSPH1	detail/rejected/RSPH1/RSPH1-evaluation.md	rejected	?	167	?	False	False	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RSPH1.lock	audit_work/critical_reopen_workers/worker_W4/batch_8/staged_reports/RSPH1-evaluation.md	detail/RSPH1/RSPH1-evaluation.md	PENDING
9	P2	RSRC1	detail/rejected/RSRC1/RSRC1-evaluation.md	rejected	?	164	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RSRC1.lock	audit_work/critical_reopen_workers/worker_W1/batch_9/staged_reports/RSRC1-evaluation.md	detail/RSRC1/RSRC1-evaluation.md	PENDING
9	P2	RTRAF	detail/rejected/RTRAF/RTRAF-evaluation.md	rejected	?	158	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RTRAF.lock	audit_work/critical_reopen_workers/worker_W1/batch_9/staged_reports/RTRAF-evaluation.md	detail/RTRAF/RTRAF-evaluation.md	PENDING
9	P2	RUFY2	detail/rejected/RUFY2/RUFY2-evaluation.md	rejected	?	169	?	False	True	False	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RUFY2.lock	audit_work/critical_reopen_workers/worker_W1/batch_9/staged_reports/RUFY2-evaluation.md	detail/RUFY2/RUFY2-evaluation.md	PENDING
9	P2	RWDD3	detail/rejected/RWDD3/RWDD3-evaluation.md	rejected	?	166	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/RWDD3.lock	audit_work/critical_reopen_workers/worker_W1/batch_9/staged_reports/RWDD3-evaluation.md	detail/RWDD3/RWDD3-evaluation.md	PENDING
9	P2	SAGE1	detail/rejected/SAGE1/SAGE1-evaluation.md	rejected	?	164	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SAGE1.lock	audit_work/critical_reopen_workers/worker_W1/batch_9/staged_reports/SAGE1-evaluation.md	detail/SAGE1/SAGE1-evaluation.md	PENDING
10	P2	SKOR1	detail/rejected/SKOR1/SKOR1-evaluation.md	rejected	?	188	?	False	True	False	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SKOR1.lock	audit_work/critical_reopen_workers/worker_W2/batch_10/staged_reports/SKOR1-evaluation.md	detail/SKOR1/SKOR1-evaluation.md	PENDING
10	P2	SLF2	detail/rejected/SLF2/SLF2-evaluation.md	rejected	?	189	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SLF2.lock	audit_work/critical_reopen_workers/worker_W2/batch_10/staged_reports/SLF2-evaluation.md	detail/SLF2/SLF2-evaluation.md	PENDING
10	P2	SLFN14	detail/rejected/SLFN14/SLFN14-evaluation.md	rejected	?	176	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SLFN14.lock	audit_work/critical_reopen_workers/worker_W2/batch_10/staged_reports/SLFN14-evaluation.md	detail/SLFN14/SLFN14-evaluation.md	PENDING
10	P2	SLX1B	detail/rejected/SLX1B/SLX1B-evaluation.md	rejected	?	186	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SLX1B.lock	audit_work/critical_reopen_workers/worker_W2/batch_10/staged_reports/SLX1B-evaluation.md	detail/SLX1B/SLX1B-evaluation.md	PENDING
10	P2	SLX9	detail/rejected/SLX9/SLX9-evaluation.md	rejected	?	183	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SLX9.lock	audit_work/critical_reopen_workers/worker_W2/batch_10/staged_reports/SLX9-evaluation.md	detail/SLX9/SLX9-evaluation.md	PENDING
11	P2	SMCR8	detail/rejected/SMCR8/SMCR8-evaluation.md	rejected	?	188	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SMCR8.lock	audit_work/critical_reopen_workers/worker_W3/batch_11/staged_reports/SMCR8-evaluation.md	detail/SMCR8/SMCR8-evaluation.md	PENDING
11	P2	SNF8	detail/rejected/SNF8/SNF8-evaluation.md	rejected	?	191	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SNF8.lock	audit_work/critical_reopen_workers/worker_W3/batch_11/staged_reports/SNF8-evaluation.md	detail/SNF8/SNF8-evaluation.md	PENDING
11	P2	SNTB2	detail/rejected/SNTB2/SNTB2-evaluation.md	rejected	?	194	?	False	False	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SNTB2.lock	audit_work/critical_reopen_workers/worker_W3/batch_11/staged_reports/SNTB2-evaluation.md	detail/SNTB2/SNTB2-evaluation.md	PENDING
11	P2	SNTG1	detail/rejected/SNTG1/SNTG1-evaluation.md	rejected	?	189	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SNTG1.lock	audit_work/critical_reopen_workers/worker_W3/batch_11/staged_reports/SNTG1-evaluation.md	detail/SNTG1/SNTG1-evaluation.md	PENDING
11	P2	SPACA9	detail/rejected/SPACA9/SPACA9-evaluation.md	rejected	?	186	?	False	True	False	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPACA9.lock	audit_work/critical_reopen_workers/worker_W3/batch_11/staged_reports/SPACA9-evaluation.md	detail/SPACA9/SPACA9-evaluation.md	PENDING
12	P2	SPAG7	detail/rejected/SPAG7/SPAG7-evaluation.md	rejected	?	186	?	False	True	False	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPAG7.lock	audit_work/critical_reopen_workers/worker_W4/batch_12/staged_reports/SPAG7-evaluation.md	detail/SPAG7/SPAG7-evaluation.md	PENDING
12	P2	SPAG8	detail/rejected/SPAG8/SPAG8-evaluation.md	rejected	?	191	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPAG8.lock	audit_work/critical_reopen_workers/worker_W4/batch_12/staged_reports/SPAG8-evaluation.md	detail/SPAG8/SPAG8-evaluation.md	PENDING
12	P2	SPANXA2	detail/rejected/SPANXA2/SPANXA2-evaluation.md	rejected	?	177	?	False	True	False	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPANXA2.lock	audit_work/critical_reopen_workers/worker_W4/batch_12/staged_reports/SPANXA2-evaluation.md	detail/SPANXA2/SPANXA2-evaluation.md	PENDING
12	P2	SPATA13	detail/rejected/SPATA13/SPATA13-evaluation.md	rejected	?	193	?	False	False	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPATA13.lock	audit_work/critical_reopen_workers/worker_W4/batch_12/staged_reports/SPATA13-evaluation.md	detail/SPATA13/SPATA13-evaluation.md	PENDING
12	P2	SPATA18	detail/rejected/SPATA18/SPATA18-evaluation.md	rejected	?	189	?	False	False	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPATA18.lock	audit_work/critical_reopen_workers/worker_W4/batch_12/staged_reports/SPATA18-evaluation.md	detail/SPATA18/SPATA18-evaluation.md	PENDING
13	P2	SPG11	detail/rejected/SPG11/SPG11-evaluation.md	rejected	?	184	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SPG11.lock	audit_work/critical_reopen_workers/worker_W1/batch_13/staged_reports/SPG11-evaluation.md	detail/SPG11/SPG11-evaluation.md	PENDING
13	P2	SULT1E1	detail/rejected/SULT1E1/SULT1E1-evaluation.md	rejected	?	179	?	False	False	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/SULT1E1.lock	audit_work/critical_reopen_workers/worker_W1/batch_13/staged_reports/SULT1E1-evaluation.md	detail/SULT1E1/SULT1E1-evaluation.md	PENDING
